subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
BOA_112	 2	 1	 ChocolateParaMarir2.bmp	 1.233024e+00	 24	 999000	 240	 999000	 999	 2.250189e+00	 750.00	 750.00	 47.00	 4	 0.07	 
BOA_112	 2	 1	 DoritosGrill.bmp	 3.218124e+00	 11	 1.079896e+03	 1100	 7.500553e+02	 98	 4.252671e+00	 700.00	 750.00	 16.00	 41	 5.93	 
BOA_112	 2	 1	 KashitSour.bmp	 7.222606e+00	 24	 999000	 240	 999000	 999	 8.240440e+00	 700.00	 750.00	 57.00	 31	 0.04	 
BOA_112	 2	 1	 BisliOnion.bmp	 1.022600e+01	 22	 1.031994e+03	 2200	 7.500601e+02	 98	 1.126085e+01	 700.00	 700.00	 48.00	 11	 0.07	 
BOA_112	 2	 1	 Tictac.bmp	 1.222821e+01	 22	 1.005918e+03	 2200	 7.000456e+02	 98	 1.326252e+01	 700.00	 650.00	 54.00	 7	 0.04	 
BOA_112	 2	 1	 Taami.bmp	 1.523163e+01	 24	 999000	 240	 999000	 999	 1.624942e+01	 700.00	 650.00	 44.00	 55	 0.11	 
BOA_112	 2	 1	 Hit.bmp	 1.921940e+01	 24	 999000	 240	 999000	 999	 2.023720e+01	 700.00	 650.00	 55.00	 8	 0.04	 
BOA_112	 2	 1	 BambaNugat.bmp	 2.322388e+01	 12	 999000	 120	 999000	 999	 2.424169e+01	 700.00	 650.00	 13.00	 56	 6.09	 
BOA_112	 2	 1	 Mekupelet.bmp	 2.522617e+01	 22	 8.878499e+02	 220	 6.500446e+02	 98	 2.626158e+01	 700.00	 666.67	 49.00	 12	 0.07	 
BOA_112	 2	 1	 ClickXLwhite4.bmp	 3.023175e+01	 12	 999000	 120	 999000	 999	 3.124966e+01	 700.00	 666.67	 4.00	 20	 8.11	 
BOA_112	 2	 1	 Loacker.bmp	 3.221728e+01	 12	 999000	 120	 999000	 999	 3.323502e+01	 700.00	 666.67	 7.00	 17	 7.69	 
BOA_112	 2	 1	 ClickBisquit2.bmp	 3.421956e+01	 12	 999000	 120	 999000	 999	 3.523737e+01	 700.00	 666.67	 3.00	 53	 8.53	 
BOA_112	 2	 1	 Bounty.bmp	 4.022621e+01	 22	 8.798150e+02	 220	 6.667139e+02	 98	 4.126095e+01	 700.00	 683.33	 46.00	 33	 0.09	 
