subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
BOA_100	 2	 16	 SkittlesSour4.bmp	 2.091349e+03	 24	 999000	 240	 999000	 999	 2.092367e+03	 583.33	 650.00	 50.00	 24	 2.96	 
BOA_100	 2	 16	 ChocolateParaSucariotKoftzot2.bmp	 2.094336e+03	 24	 999000	 240	 999000	 999	 2.095354e+03	 583.33	 650.00	 58.00	 54	 1.58	 
BOA_100	 2	 16	 Cheetos.bmp	 2.098341e+03	 12	 999000	 120	 999000	 999	 2.099358e+03	 583.33	 650.00	 12.00	 36	 8.02	 
BOA_100	 2	 16	 DoritosNatural.bmp	 2.100343e+03	 22	 8.276268e+02	 220	 6.500741e+02	 98	 2.101377e+03	 583.33	 666.67	 43.00	 9	 3.93	 
BOA_100	 2	 16	 Loacker.bmp	 2.102345e+03	 22	 5.854012e+02	 22	 6.667242e+02	 98	 2.103380e+03	 583.33	 683.33	 46.00	 6	 3.69	 
BOA_100	 2	 16	 Popco.bmp	 2.106333e+03	 12	 5.575303e+02	 12	 999000	 98	 2.107350e+03	 583.33	 683.33	 15.00	 32	 7.91	 
BOA_100	 2	 16	 SkittlesFruits2.bmp	 2.108335e+03	 11	 8.432799e+02	 110	 5.833957e+02	 98	 2.109370e+03	 600.00	 683.33	 14.00	 33	 7.93	 
BOA_100	 2	 16	 Mars.bmp	 2.113341e+03	 24	 999000	 240	 999000	 999	 2.114359e+03	 600.00	 683.33	 57.00	 13	 1.73	 
BOA_100	 2	 16	 GumiSnakes3.bmp	 2.115343e+03	 12	 999000	 120	 999000	 999	 2.116361e+03	 600.00	 683.33	 21.00	 35	 7.73	 
BOA_100	 2	 16	 CrunchBisquitWhite2.bmp	 2.118346e+03	 24	 999000	 240	 999000	 999	 2.119364e+03	 600.00	 683.33	 41.00	 45	 4.78	 
BOA_100	 2	 16	 Mentos.bmp	 2.121333e+03	 24	 999000	 240	 999000	 999	 2.122351e+03	 600.00	 683.33	 56.00	 23	 1.80	 
BOA_100	 2	 16	 BambaNugat.bmp	 2.125337e+03	 11	 8.249753e+02	 110	 6.000477e+02	 98	 2.126372e+03	 616.67	 683.33	 16.00	 28	 7.89	 
BOA_100	 2	 16	 TapuchipsCrunch.bmp	 2.128341e+03	 11	 8.135477e+02	 110	 6.167195e+02	 98	 2.129376e+03	 633.33	 683.33	 11.00	 42	 8.04	 
BOA_100	 2	 16	 HappyHippo.bmp	 2.130343e+03	 11	 3.793601e+02	 11	 6.333847e+02	 98	 2.131378e+03	 650.00	 683.33	 17.00	 1	 7.87	 
BOA_100	 2	 16	 ClickXLbrown4.bmp	 2.133347e+03	 24	 999000	 240	 999000	 999	 2.134364e+03	 650.00	 683.33	 47.00	 55	 3.40	 
BOA_100	 2	 16	 ClickBalls5.bmp	 2.137334e+03	 24	 999000	 240	 999000	 999	 2.138352e+03	 650.00	 683.33	 40.00	 18	 5.04	 
BOA_100	 2	 16	 Snickers.bmp	 2.140338e+03	 12	 999000	 120	 999000	 999	 2.141355e+03	 650.00	 683.33	 4.00	 53	 8.24	 
BOA_100	 2	 16	 Kitkat.bmp	 2.142340e+03	 22	 5.505275e+02	 22	 6.833775e+02	 98	 2.143375e+03	 650.00	 700.00	 51.00	 16	 2.51	 
BOA_100	 2	 16	 BagaleShtuhim.bmp	 2.144342e+03	 12	 999000	 120	 999000	 999	 2.145360e+03	 650.00	 700.00	 7.00	 38	 8.16	 
BOA_100	 2	 16	 Egozi.bmp	 2.149348e+03	 11	 5.827245e+02	 11	 6.500467e+02	 98	 2.150384e+03	 666.67	 700.00	 9.00	 39	 8.11	 
BOA_100	 2	 16	 KifkefMaklot2.bmp	 2.153336e+03	 22	 5.068586e+02	 22	 7.000501e+02	 98	 2.154370e+03	 666.67	 716.67	 49.00	 27	 3.07	 
BOA_100	 2	 16	 Tapuchips.bmp	 2.157340e+03	 12	 999000	 120	 999000	 999	 2.158358e+03	 666.67	 716.67	 6.00	 37	 8.16	 
BOA_100	 2	 16	 Mekupelet.bmp	 2.163347e+03	 24	 999000	 240	 999000	 999	 2.164365e+03	 666.67	 716.67	 55.00	 21	 1.87	 
BOA_100	 2	 16	 KinderBuenoWhite2.bmp	 2.165332e+03	 12	 999000	 120	 999000	 999	 2.166350e+03	 666.67	 716.67	 18.00	 51	 7.87	 
BOA_100	 2	 16	 KinderBuenoBrown3.bmp	 2.167334e+03	 12	 999000	 120	 999000	 999	 2.168352e+03	 666.67	 716.67	 19.00	 31	 7.82	 
BOA_100	 2	 16	 ClickBlackWhite3.bmp	 2.169337e+03	 12	 999000	 120	 999000	 999	 2.170355e+03	 666.67	 716.67	 13.00	 30	 7.98	 
BOA_100	 2	 16	 Hit.bmp	 2.171339e+03	 12	 999000	 120	 999000	 999	 2.172357e+03	 666.67	 716.67	 20.00	 56	 7.76	 
BOA_100	 2	 16	 CrunchBisquitBrown3.bmp	 2.175344e+03	 24	 999000	 240	 999000	 999	 2.176361e+03	 666.67	 716.67	 52.00	 2	 2.38	 
BOA_100	 2	 16	 KashitSour.bmp	 2.177346e+03	 12	 999000	 120	 999000	 999	 2.178364e+03	 666.67	 716.67	 5.00	 40	 8.20	 
BOA_100	 2	 16	 ClickXLwhite4.bmp	 2.181334e+03	 12	 999000	 120	 999000	 999	 2.182351e+03	 666.67	 716.67	 22.00	 3	 7.51	 
BOA_100	 2	 16	 Apropo.bmp	 2.183336e+03	 24	 999000	 240	 999000	 999	 2.184354e+03	 666.67	 716.67	 42.00	 19	 4.18	 
BOA_100	 2	 16	 Bamba.bmp	 2.185338e+03	 24	 999000	 240	 999000	 999	 2.186356e+03	 666.67	 716.67	 45.00	 25	 3.71	 
BOA_100	 2	 16	 Shugi.bmp	 2.187340e+03	 22	 1.046107e+03	 2200	 7.167259e+02	 98	 2.188377e+03	 666.67	 666.67	 48.00	 26	 3.18	 
BOA_100	 2	 16	 BisliOnion.bmp	 2.192346e+03	 22	 1.120505e+03	 2200	 6.667164e+02	 98	 2.193382e+03	 666.67	 616.67	 54.00	 11	 1.91	 
BOA_100	 2	 16	 BambaSweet.bmp	 2.194331e+03	 12	 999000	 120	 999000	 999	 2.195349e+03	 666.67	 616.67	 10.00	 50	 8.07	 
BOA_100	 2	 16	 CrunchShokoVanil.bmp	 2.196334e+03	 24	 999000	 240	 999000	 999	 2.197351e+03	 666.67	 616.67	 39.00	 44	 5.31	 
BOA_100	 2	 16	 Twist.bmp	 2.199337e+03	 11	 9.373396e+02	 110	 6.667088e+02	 98	 2.200373e+03	 683.33	 616.67	 8.00	 12	 8.13	 
BOA_100	 2	 16	 ClickBisquit2.bmp	 2.206345e+03	 24	 999000	 240	 999000	 999	 2.207363e+03	 683.33	 616.67	 44.00	 22	 3.89	 
BOA_100	 2	 16	 Halva2.bmp	 2.210333e+03	 24	 999000	 240	 999000	 999	 2.211350e+03	 683.33	 616.67	 53.00	 60	 2.20	 
BOA_100	 2	 16	 Smarties.bmp	 2.217341e+03	 12	 999000	 120	 999000	 999	 2.218358e+03	 683.33	 616.67	 3.00	 14	 8.33	 
