subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
BOA_108	 2	 5	 WerthersOriginal.bmp	 5.186721e+02	 12	 999000	 120	 999000	 999	 5.196898e+02	 416.67	 283.33	 4.00	 6	 3.78	 
BOA_108	 2	 5	 Tortit.bmp	 5.216586e+02	 12	 999000	 120	 999000	 999	 5.226767e+02	 416.67	 283.33	 21.00	 59	 0.98	 
BOA_108	 2	 5	 Kitkat.bmp	 5.236611e+02	 12	 999000	 120	 999000	 999	 5.246789e+02	 416.67	 283.33	 5.00	 11	 3.78	 
BOA_108	 2	 5	 TapuchipsCrunch.bmp	 5.256634e+02	 22	 999000	 2	 2.833917e+02	 999	 5.267000e+02	 416.67	 233.33	 43.00	 46	 0.16	 
BOA_108	 2	 5	 Cheetos.bmp	 5.276656e+02	 12	 999000	 120	 999000	 999	 5.286834e+02	 416.67	 233.33	 18.00	 60	 1.91	 
BOA_108	 2	 5	 ChocolateParaCookies5.bmp	 5.306690e+02	 12	 999000	 120	 999000	 999	 5.316867e+02	 416.67	 233.33	 22.00	 54	 0.80	 
BOA_108	 2	 5	 CrunchBisquitWhite2.bmp	 5.326712e+02	 12	 999000	 120	 999000	 999	 5.336891e+02	 416.67	 233.33	 19.00	 55	 1.62	 
BOA_108	 2	 5	 BisliGrill.bmp	 5.366591e+02	 22	 999000	 2	 2.333820e+02	 999	 5.376937e+02	 416.67	 183.33	 51.00	 9	 0.09	 
BOA_108	 2	 5	 HispusimShatiah.bmp	 5.386612e+02	 24	 999000	 240	 999000	 999	 5.396790e+02	 416.67	 183.33	 52.00	 17	 0.09	 
BOA_108	 2	 5	 ChocolateParaMilk3.bmp	 5.436668e+02	 12	 999000	 120	 999000	 999	 5.446846e+02	 416.67	 183.33	 20.00	 56	 1.44	 
