subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
BOA_112	 2	 8	 Tapuchips.bmp	 9.160905e+02	 24	 999000	 240	 999000	 999	 9.171087e+02	 716.67	 583.33	 52.00	 49	 0.07	 
BOA_112	 2	 8	 Twist.bmp	 9.180931e+02	 24	 999000	 240	 999000	 999	 9.191109e+02	 716.67	 583.33	 41.00	 54	 0.13	 
BOA_112	 2	 8	 ChocolateParaCookies5.bmp	 9.220976e+02	 12	 999000	 120	 999000	 999	 9.231154e+02	 716.67	 583.33	 15.00	 50	 5.96	 
BOA_112	 2	 8	 Hit.bmp	 9.251010e+02	 24	 999000	 240	 999000	 999	 9.261187e+02	 716.67	 583.33	 55.00	 8	 0.04	 
BOA_112	 2	 8	 Snickers.bmp	 9.270862e+02	 12	 999000	 120	 999000	 999	 9.281043e+02	 716.67	 583.33	 12.00	 10	 6.11	 
BOA_112	 2	 8	 DoritosSourSpicy.bmp	 9.300899e+02	 24	 999000	 240	 999000	 999	 9.311078e+02	 716.67	 583.33	 56.00	 13	 0.04	 
BOA_112	 2	 8	 Bamba.bmp	 9.340943e+02	 22	 8.356790e+02	 220	 5.833892e+02	 98	 9.351290e+02	 716.67	 600.00	 43.00	 21	 0.11	 
BOA_112	 2	 8	 Smarties.bmp	 9.380989e+02	 24	 999000	 240	 999000	 999	 9.391166e+02	 716.67	 600.00	 45.00	 60	 0.11	 
BOA_112	 2	 8	 KashitSour.bmp	 9.401011e+02	 24	 999000	 240	 999000	 999	 9.411189e+02	 716.67	 600.00	 57.00	 31	 0.04	 
BOA_112	 2	 8	 BambaNugat.bmp	 9.450900e+02	 12	 999000	 120	 999000	 999	 9.461079e+02	 716.67	 600.00	 13.00	 56	 6.09	 
BOA_112	 2	 8	 Apropo.bmp	 9.470922e+02	 12	 999000	 120	 999000	 999	 9.481100e+02	 716.67	 600.00	 21.00	 45	 4.38	 
BOA_112	 2	 8	 DoritosGrill.bmp	 9.490945e+02	 11	 1.179536e+03	 1100	 7.167361e+02	 98	 9.501289e+02	 666.67	 600.00	 16.00	 41	 5.93	 
