subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 CueTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
p_125	 1	 16	 5829.jpg	 2.090033e+03	 11	 7.667487e+02	 110	 3.833090e+02	 98	 2.091050e+03	 400.00	 450.00	 7.00	 30	 0.76	 
p_125	 1	 16	 7430.jpg	 2.095033e+03	 12	 999000	 120	 999000	 999	 2.096050e+03	 400.00	 450.00	 21.00	 36	 0.66	 
p_125	 1	 16	 1540.jpg	 2.097050e+03	 24	 999000	 240	 999000	 999	 2.098066e+03	 400.00	 450.00	 42.00	 1	 0.36	 
p_125	 1	 16	 8540.jpg	 2.099050e+03	 24	 999000	 240	 999000	 999	 2.100066e+03	 400.00	 450.00	 40.00	 60	 0.40	 
p_125	 1	 16	 8340.jpg	 2.105049e+03	 22	 8.064554e+02	 220	 4.499008e+02	 98	 2.106083e+03	 400.00	 466.67	 45.00	 49	 0.31	 
p_125	 1	 16	 8420.jpg	 2.107049e+03	 24	 999000	 240	 999000	 999	 2.108066e+03	 400.00	 466.67	 49.00	 52	 0.27	 
p_125	 1	 16	 8090.jpg	 2.110049e+03	 24	 999000	 240	 999000	 999	 2.111066e+03	 400.00	 466.67	 46.00	 43	 0.28	 
p_125	 1	 16	 4612.jpg	 2.112049e+03	 12	 999000	 120	 999000	 999	 2.113066e+03	 400.00	 466.67	 14.00	 19	 0.69	 
p_125	 1	 16	 7508.jpg	 2.116049e+03	 22	 999000	 2	 4.665576e+02	 999	 2.117082e+03	 400.00	 416.67	 50.00	 41	 0.25	 
p_125	 1	 16	 7291.jpg	 2.118049e+03	 22	 1.070823e+03	 2200	 4.165827e+02	 98	 2.119082e+03	 400.00	 366.67	 44.00	 34	 0.31	 
p_125	 1	 16	 2345.jpg	 2.123049e+03	 12	 999000	 120	 999000	 999	 2.124065e+03	 400.00	 366.67	 17.00	 10	 0.68	 
p_125	 1	 16	 2347.jpg	 2.130048e+03	 12	 999000	 120	 999000	 999	 2.131065e+03	 400.00	 366.67	 19.00	 11	 0.67	 
p_125	 1	 16	 5982.jpg	 2.132048e+03	 11	 6.392338e+02	 110	 3.999169e+02	 98	 2.133082e+03	 416.67	 366.67	 18.00	 31	 0.68	 
p_125	 1	 16	 8208.jpg	 2.135048e+03	 24	 999000	 240	 999000	 999	 2.136065e+03	 416.67	 366.67	 41.00	 47	 0.38	 
p_125	 1	 16	 8499.jpg	 2.138048e+03	 12	 999000	 120	 999000	 999	 2.139065e+03	 416.67	 366.67	 20.00	 56	 0.66	 
p_125	 1	 16	 8371.jpg	 2.142048e+03	 24	 999000	 240	 999000	 999	 2.143064e+03	 416.67	 366.67	 54.00	 50	 0.23	 
p_125	 1	 16	 7260.jpg	 2.146048e+03	 11	 999000	 1	 4.165721e+02	 999	 2.147081e+03	 366.67	 366.67	 13.00	 33	 0.69	 
p_125	 1	 16	 8510.jpg	 2.150048e+03	 22	 1.071718e+03	 2200	 3.665632e+02	 98	 2.151064e+03	 366.67	 316.67	 47.00	 59	 0.28	 
p_125	 1	 16	 7470.jpg	 2.153047e+03	 12	 999000	 120	 999000	 999	 2.154064e+03	 366.67	 316.67	 6.00	 37	 0.78	 
p_125	 1	 16	 4610.jpg	 2.159047e+03	 11	 999000	 1	 3.665652e+02	 999	 2.160064e+03	 316.67	 316.67	 10.00	 18	 0.72	 
p_125	 1	 16	 8130.jpg	 2.161047e+03	 24	 999000	 240	 999000	 999	 2.162064e+03	 316.67	 316.67	 51.00	 44	 0.24	 
p_125	 1	 16	 7480.jpg	 2.164047e+03	 11	 999000	 1	 3.165800e+02	 999	 2.165080e+03	 266.67	 316.67	 15.00	 38	 0.68	 
p_125	 1	 16	 4597.jpg	 2.166047e+03	 12	 999000	 120	 999000	 999	 2.167063e+03	 266.67	 316.67	 16.00	 17	 0.68	 
p_125	 1	 16	 8001.jpg	 2.168047e+03	 22	 6.882636e+02	 220	 3.165961e+02	 98	 2.169080e+03	 266.67	 333.33	 53.00	 42	 0.23	 
p_125	 1	 16	 4614.jpg	 2.170047e+03	 12	 999000	 120	 999000	 999	 2.171063e+03	 266.67	 333.33	 3.00	 20	 0.82	 
p_125	 1	 16	 4628.jpg	 2.173047e+03	 24	 999000	 240	 999000	 999	 2.174063e+03	 266.67	 333.33	 57.00	 22	 0.16	 
p_125	 1	 16	 5199.jpg	 2.177046e+03	 12	 999000	 120	 999000	 999	 2.178063e+03	 266.67	 333.33	 9.00	 25	 0.73	 
p_125	 1	 16	 5260.jpg	 2.179046e+03	 11	 7.286119e+02	 110	 2.666023e+02	 98	 2.180080e+03	 283.33	 333.33	 12.00	 26	 0.70	 
p_125	 1	 16	 2655.jpg	 2.181046e+03	 12	 999000	 120	 999000	 999	 2.182063e+03	 283.33	 333.33	 11.00	 16	 0.71	 
p_125	 1	 16	 8280.jpg	 2.183046e+03	 24	 999000	 240	 999000	 999	 2.184063e+03	 283.33	 333.33	 58.00	 48	 0.11	 
p_125	 1	 16	 2550.jpg	 2.185046e+03	 12	 999000	 120	 999000	 999	 2.186063e+03	 283.33	 333.33	 4.00	 15	 0.82	 
p_125	 1	 16	 1721.jpg	 2.187046e+03	 12	 999000	 120	 999000	 999	 2.188063e+03	 283.33	 333.33	 5.00	 5	 0.79	 
p_125	 1	 16	 8380.jpg	 2.191046e+03	 24	 999000	 240	 999000	 999	 2.192062e+03	 283.33	 333.33	 55.00	 51	 0.21	 
p_125	 1	 16	 5480.jpg	 2.195046e+03	 24	 999000	 240	 999000	 999	 2.196062e+03	 283.33	 333.33	 43.00	 27	 0.36	 
p_125	 1	 16	 7390.jpg	 2.197046e+03	 24	 999000	 240	 999000	 999	 2.198062e+03	 283.33	 333.33	 48.00	 35	 0.27	 
p_125	 1	 16	 8158.jpg	 2.199045e+03	 12	 999000	 120	 999000	 999	 2.200062e+03	 283.33	 333.33	 22.00	 45	 0.62	 
p_125	 1	 16	 5626.jpg	 2.201045e+03	 12	 999000	 120	 999000	 999	 2.202062e+03	 283.33	 333.33	 8.00	 28	 0.75	 
