subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 AudioTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
neg_105	 1	 11	 6213.jpg	 2.239397e+03	 12	 999000	 120	 999000	 999	 2.240439e+03	 -16.67	 -16.67	 22.00	 24	 0.61	 
neg_105	 1	 11	 2456.jpg	 2.242388e+03	 24	 999000	 240	 999000	 999	 2.243430e+03	 -16.67	 -16.67	 34.00	 13	 0.46	 
neg_105	 1	 11	 1019.jpg	 2.246381e+03	 24	 999000	 240	 999000	 999	 2.247423e+03	 -16.67	 -16.67	 49.00	 4	 0.29	 
neg_105	 1	 11	 9321.jpg	 2.248384e+03	 24	 999000	 240	 999000	 999	 2.249426e+03	 -16.67	 -16.67	 38.00	 44	 0.42	 
neg_105	 1	 11	 9903.jpg	 2.250387e+03	 12	 999000	 120	 999000	 999	 2.251429e+03	 -16.67	 -16.67	 27.00	 59	 0.59	 
neg_105	 1	 11	 6560.JPG	 2.254380e+03	 11	 9.921710e+02	 110	 6.506633e-01	 98	 2.255435e+03	 -0.00	 -16.67	 25.00	 29	 0.60	 
neg_105	 1	 11	 9490.jpg	 2.256383e+03	 12	 999000	 120	 999000	 999	 2.257425e+03	 -0.00	 -16.67	 6.00	 54	 0.74	 
neg_105	 1	 11	 9291.jpg	 2.261391e+03	 11	 3.654843e+02	 110	 6.090636e-01	 98	 2.262459e+03	 16.67	 -16.67	 10.00	 41	 0.69	 
neg_105	 1	 11	 2799.jpg	 2.263380e+03	 11	 3.758342e+02	 110	 1.719902e+01	 98	 2.264436e+03	 33.33	 -16.67	 12.00	 17	 0.69	 
neg_105	 1	 11	 1271.jpg	 2.266385e+03	 24	 999000	 240	 999000	 999	 2.267427e+03	 33.33	 -16.67	 57.00	 7	 0.20	 
neg_105	 1	 11	 9600.jpg	 2.269389e+03	 12	 999000	 120	 999000	 999	 2.270431e+03	 33.33	 -16.67	 2.00	 57	 0.79	 
neg_105	 1	 11	 3103.jpg	 2.273382e+03	 22	 3.898679e+02	 220	 7.172403e-01	 98	 2.274438e+03	 33.33	 0.00	 50.00	 18	 0.27	 
neg_105	 1	 11	 2457.jpg	 2.276387e+03	 12	 999000	 120	 999000	 999	 2.277429e+03	 33.33	 0.00	 19.00	 14	 0.64	 
neg_105	 1	 11	 9042.jpg	 2.278390e+03	 22	 2.942773e+02	 220	 5.979208e-01	 98	 2.279445e+03	 33.33	 16.67	 47.00	 36	 0.31	 
neg_105	 1	 11	 3160.jpg	 2.281381e+03	 24	 999000	 240	 999000	 999	 2.282423e+03	 33.33	 16.67	 56.00	 19	 0.20	 
neg_105	 1	 11	 9622.jpg	 2.285387e+03	 12	 999000	 120	 999000	 999	 2.286429e+03	 33.33	 16.67	 23.00	 58	 0.61	 
neg_105	 1	 11	 3500.jpg	 2.288378e+03	 12	 999000	 120	 999000	 999	 2.289420e+03	 33.33	 16.67	 3.00	 21	 0.79	 
neg_105	 1	 11	 10003.JPG	 2.290381e+03	 22	 4.145374e+02	 220	 1.719458e+01	 98	 2.291437e+03	 33.33	 33.33	 44.00	 2	 0.38	 
neg_105	 1	 11	 7078.jpg	 2.292384e+03	 24	 999000	 240	 999000	 999	 2.293426e+03	 33.33	 33.33	 43.00	 32	 0.39	 
neg_105	 1	 11	 6242.jpg	 2.297379e+03	 11	 3.611715e+02	 110	 3.388893e+01	 98	 2.298434e+03	 50.00	 33.33	 24.00	 25	 0.60	 
neg_105	 1	 11	 9090.jpg	 2.301385e+03	 12	 999000	 120	 999000	 999	 2.302427e+03	 50.00	 33.33	 14.00	 38	 0.67	 
neg_105	 1	 11	 9425.jpg	 2.305391e+03	 12	 999000	 120	 999000	 999	 2.306433e+03	 50.00	 33.33	 30.00	 52	 0.53	 
neg_105	 1	 11	 9330.jpg	 2.311387e+03	 24	 999000	 240	 999000	 999	 2.312429e+03	 50.00	 33.33	 32.00	 47	 0.48	 
neg_105	 1	 11	 9120.jpg	 2.313390e+03	 11	 4.140877e+02	 110	 5.055409e+01	 98	 2.314445e+03	 66.67	 33.33	 13.00	 39	 0.67	 
neg_105	 1	 11	 9905.jpg	 2.315379e+03	 12	 999000	 120	 999000	 999	 2.316421e+03	 66.67	 33.33	 4.00	 60	 0.79	 
neg_105	 1	 11	 9050.jpg	 2.317382e+03	 11	 4.053563e+02	 110	 6.720444e+01	 98	 2.318438e+03	 83.33	 33.33	 7.00	 37	 0.73	 
neg_105	 1	 11	 1205.jpg	 2.319385e+03	 22	 4.023431e+02	 220	 3.386300e+01	 98	 2.320441e+03	 83.33	 50.00	 45.00	 6	 0.37	 
neg_105	 1	 11	 9373.jpg	 2.323378e+03	 22	 3.135657e+02	 220	 5.055690e+01	 98	 2.324433e+03	 83.33	 66.67	 36.00	 50	 0.44	 
neg_105	 1	 11	 2205.jpg	 2.325381e+03	 22	 3.745405e+02	 220	 6.722429e+01	 98	 2.326436e+03	 83.33	 83.33	 37.00	 11	 0.44	 
neg_105	 1	 11	 1274.jpg	 2.329387e+03	 24	 999000	 240	 999000	 999	 2.330429e+03	 83.33	 83.33	 48.00	 8	 0.29	 
neg_105	 1	 11	 6570.1.JPG	 2.331390e+03	 12	 999000	 120	 999000	 999	 2.332432e+03	 83.33	 83.33	 29.00	 30	 0.55	 
neg_105	 1	 11	 8480.jpg	 2.333380e+03	 12	 999000	 120	 999000	 999	 2.334422e+03	 83.33	 83.33	 1.00	 34	 0.82	 
neg_105	 1	 11	 6250.1.jpg	 2.335383e+03	 12	 999000	 120	 999000	 999	 2.336425e+03	 83.33	 83.33	 28.00	 26	 0.57	 
neg_105	 1	 11	 9495.jpg	 2.340391e+03	 12	 999000	 120	 999000	 999	 2.341433e+03	 83.33	 83.33	 17.00	 55	 0.66	 
neg_105	 1	 11	 2039.jpg	 2.342380e+03	 11	 6.072819e+02	 110	 8.389510e+01	 98	 2.343436e+03	 100.00	 83.33	 21.00	 10	 0.61	 
neg_105	 1	 11	 7359.jpg	 2.344383e+03	 24	 999000	 240	 999000	 999	 2.345425e+03	 100.00	 83.33	 40.00	 33	 0.42	 
neg_105	 1	 11	 3180.jpg	 2.347388e+03	 24	 999000	 240	 999000	 999	 2.348430e+03	 100.00	 83.33	 35.00	 20	 0.46	 
neg_105	 1	 11	 2750.jpg	 2.354385e+03	 24	 999000	 240	 999000	 999	 2.355427e+03	 100.00	 83.33	 31.00	 16	 0.51	 
neg_105	 1	 11	 9340.jpg	 2.358378e+03	 12	 999000	 120	 999000	 999	 2.359420e+03	 100.00	 83.33	 16.00	 48	 0.67	 
