subjid	 runtrial	 onsettime	 ImageLeft	 ImageRight	 StimNumLeft	 StimNumRight	 Response	 Outcome	 RT
BMI_bfr_113	 1	 5.159697e-01	 142.jpg	 159.jpg	 42	 59	 u	 0	 1.114309e+03
BMI_bfr_113	 2	 4.019884e+00	 154.jpg	 132.jpg	 54	 32	 i	 0	 1.728076e+03
BMI_bfr_113	 3	 7.507106e+00	 117.jpg	 137.jpg	 17	 37	 u	 0	 1.751017e+03
BMI_bfr_113	 4	 1.101103e+01	 156.jpg	 157.jpg	 56	 57	 i	 0	 1.250994e+03
BMI_bfr_113	 5	 1.451494e+01	 101.jpg	 120.jpg	 1	 20	 i	 0	 1.223455e+03
BMI_bfr_113	 6	 1.801887e+01	 129.jpg	 118.jpg	 29	 18	 i	 0	 1.657221e+03
BMI_bfr_113	 7	 2.152280e+01	 142.jpg	 128.jpg	 42	 28	 u	 0	 1.449716e+03
BMI_bfr_113	 8	 2.501002e+01	 136.jpg	 152.jpg	 36	 52	 i	 0	 1.776413e+03
BMI_bfr_113	 9	 2.851393e+01	 155.jpg	 124.jpg	 55	 24	 x	 999	 999000
BMI_bfr_113	 10	 3.201786e+01	 141.jpg	 124.jpg	 41	 24	 i	 0	 1.215129e+03
BMI_bfr_113	 11	 3.552177e+01	 121.jpg	 144.jpg	 21	 44	 u	 0	 1.131399e+03
BMI_bfr_113	 12	 3.900901e+01	 114.jpg	 146.jpg	 14	 46	 u	 0	 9.742964e+02
BMI_bfr_113	 13	 4.251293e+01	 153.jpg	 113.jpg	 53	 13	 i	 0	 1.509300e+03
BMI_bfr_113	 14	 4.601684e+01	 113.jpg	 107.jpg	 13	 7	 u	 0	 1.189288e+03
BMI_bfr_113	 15	 4.952076e+01	 117.jpg	 153.jpg	 17	 53	 u	 0	 1.116777e+03
BMI_bfr_113	 16	 5.300799e+01	 109.jpg	 149.jpg	 9	 49	 i	 0	 1.319707e+03
BMI_bfr_113	 17	 5.651191e+01	 126.jpg	 106.jpg	 26	 6	 i	 0	 1.337211e+03
BMI_bfr_113	 18	 6.001582e+01	 109.jpg	 106.jpg	 9	 6	 i	 0	 1.422202e+03
BMI_bfr_113	 19	 6.351974e+01	 146.jpg	 144.jpg	 46	 44	 u	 0	 1.585966e+03
BMI_bfr_113	 20	 6.702367e+01	 119.jpg	 107.jpg	 19	 7	 i	 0	 1.220941e+03
BMI_bfr_113	 21	 7.051090e+01	 108.jpg	 123.jpg	 8	 23	 u	 0	 1.221351e+03
BMI_bfr_113	 22	 7.401481e+01	 102.jpg	 149.jpg	 2	 49	 i	 0	 1.722626e+03
BMI_bfr_113	 23	 7.751873e+01	 157.jpg	 133.jpg	 57	 33	 i	 0	 1.863909e+03
BMI_bfr_113	 24	 8.102264e+01	 159.jpg	 112.jpg	 59	 12	 i	 0	 1.600119e+03
BMI_bfr_113	 25	 8.450988e+01	 125.jpg	 124.jpg	 25	 24	 i	 0	 1.499265e+03
BMI_bfr_113	 26	 8.801380e+01	 142.jpg	 115.jpg	 42	 15	 u	 0	 1.111741e+03
BMI_bfr_113	 27	 9.151771e+01	 102.jpg	 121.jpg	 2	 21	 u	 0	 1.421761e+03
BMI_bfr_113	 28	 9.502164e+01	 124.jpg	 150.jpg	 24	 50	 u	 0	 1.394260e+03
BMI_bfr_113	 29	 9.850887e+01	 150.jpg	 139.jpg	 50	 39	 i	 0	 1.923477e+03
