subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 CueTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
n_210	 2	 13	 6821.jpg	 1.646787e+03	 12	 999000	 120	 999000	 999	 1.647803e+03	 483.33	 550.00	 6.00	 27	 0.84	 
n_210	 2	 13	 3103.jpg	 1.651787e+03	 22	 9.023930e+02	 220	 5.499021e+02	 98	 1.652820e+03	 483.33	 566.67	 49.00	 17	 0.24	 
n_210	 2	 13	 8480.jpg	 1.653787e+03	 24	 999000	 240	 999000	 999	 1.654803e+03	 483.33	 566.67	 41.00	 32	 0.36	 
n_210	 2	 13	 1002.jpg	 1.655787e+03	 24	 999000	 240	 999000	 999	 1.656803e+03	 483.33	 566.67	 56.00	 3	 0.12	 
n_210	 2	 13	 6370.jpg	 1.661787e+03	 24	 999000	 240	 999000	 999	 1.662803e+03	 483.33	 566.67	 40.00	 22	 0.37	 
n_210	 2	 13	 9341.jpg	 1.663787e+03	 12	 999000	 120	 999000	 999	 1.666804e+03	 483.33	 566.67	 22.00	 46	 0.62	 
n_210	 2	 13	 2457.jpg	 1.667320e+03	 12	 999000	 120	 999000	 999	 1.668337e+03	 483.33	 566.67	 5.00	 13	 0.85	 
n_210	 2	 13	 9395.jpg	 1.668853e+03	 11	 7.958196e+02	 110	 4.833376e+02	 98	 1.669870e+03	 500.00	 566.67	 14.00	 50	 0.69	 
n_210	 2	 13	 1274.jpg	 1.672787e+03	 24	 999000	 240	 999000	 999	 1.673803e+03	 500.00	 566.67	 57.00	 7	 0.10	 
n_210	 2	 13	 9490.jpg	 1.674787e+03	 12	 999000	 120	 999000	 999	 1.675803e+03	 500.00	 566.67	 18.00	 53	 0.64	 
n_210	 2	 13	 9622.jpg	 1.679787e+03	 12	 999000	 120	 999000	 999	 1.680803e+03	 500.00	 566.67	 12.00	 57	 0.73	 
n_210	 2	 13	 9008.jpg	 1.686787e+03	 24	 999000	 240	 999000	 999	 1.687803e+03	 500.00	 566.67	 58.00	 34	 0.10	 
n_210	 2	 13	 1000.jpg	 1.688787e+03	 24	 999000	 240	 999000	 999	 1.689803e+03	 500.00	 566.67	 53.00	 1	 0.17	 
n_210	 2	 13	 6210.jpg	 1.691787e+03	 12	 999000	 120	 999000	 999	 1.692803e+03	 500.00	 566.67	 3.00	 19	 0.90	 
n_210	 2	 13	 8485.jpg	 1.694787e+03	 22	 8.623787e+02	 220	 5.665734e+02	 98	 1.695803e+03	 500.00	 583.33	 43.00	 33	 0.35	 
n_210	 2	 13	 2683.jpg	 1.698786e+03	 12	 999000	 120	 999000	 999	 1.699803e+03	 500.00	 583.33	 10.00	 14	 0.77	 
n_210	 2	 13	 9373.jpg	 1.702786e+03	 24	 999000	 240	 999000	 999	 1.703803e+03	 500.00	 583.33	 55.00	 48	 0.15	 
n_210	 2	 13	 2205.jpg	 1.706786e+03	 24	 999000	 240	 999000	 999	 1.707803e+03	 500.00	 583.33	 47.00	 10	 0.28	 
n_210	 2	 13	 6312.jpg	 1.709786e+03	 22	 9.344288e+02	 220	 5.832400e+02	 98	 1.710820e+03	 500.00	 600.00	 48.00	 21	 0.28	 
n_210	 2	 13	 9300.jpg	 1.715786e+03	 24	 999000	 240	 999000	 999	 1.716803e+03	 500.00	 600.00	 42.00	 40	 0.36	 
n_210	 2	 13	 9042.jpg	 1.717786e+03	 24	 999000	 240	 999000	 999	 1.718803e+03	 500.00	 600.00	 39.00	 35	 0.39	 
n_210	 2	 13	 9291.jpg	 1.720786e+03	 12	 999000	 120	 999000	 999	 1.721803e+03	 500.00	 600.00	 7.00	 39	 0.83	 
n_210	 2	 13	 9600.jpg	 1.722786e+03	 11	 9.423884e+02	 110	 4.999220e+02	 98	 1.723803e+03	 516.67	 600.00	 16.00	 56	 0.67	 
n_210	 2	 13	 9340.jpg	 1.724786e+03	 12	 999000	 120	 999000	 999	 1.725803e+03	 516.67	 600.00	 4.00	 45	 0.86	 
n_210	 2	 13	 1111.jpg	 1.726786e+03	 24	 999000	 240	 999000	 999	 1.727803e+03	 516.67	 600.00	 44.00	 5	 0.32	 
n_210	 2	 13	 9930.jpg	 1.729786e+03	 12	 999000	 120	 999000	 999	 1.730803e+03	 516.67	 600.00	 19.00	 60	 0.64	 
n_210	 2	 13	 6242.jpg	 1.733786e+03	 12	 999000	 120	 999000	 999	 1.734803e+03	 516.67	 600.00	 13.00	 20	 0.73	 
n_210	 2	 13	 9427.jpg	 1.735786e+03	 11	 9.664216e+02	 110	 5.165793e+02	 98	 1.736820e+03	 533.33	 600.00	 8.00	 52	 0.80	 
n_210	 2	 13	 1271.jpg	 1.737786e+03	 24	 999000	 240	 999000	 999	 1.738803e+03	 533.33	 600.00	 52.00	 6	 0.18	 
n_210	 2	 13	 9325.jpg	 1.739786e+03	 22	 1.078371e+03	 2200	 5.999096e+02	 98	 1.740820e+03	 533.33	 550.00	 54.00	 44	 0.15	 
n_210	 2	 13	 9909.jpg	 1.741786e+03	 11	 1.062380e+03	 1100	 5.332506e+02	 98	 1.742820e+03	 483.33	 550.00	 17.00	 59	 0.64	 
n_210	 2	 13	 2691.jpg	 1.743786e+03	 11	 9.344035e+02	 110	 4.832380e+02	 98	 1.744819e+03	 500.00	 550.00	 9.00	 15	 0.77	 
n_210	 2	 13	 9903.jpg	 1.747786e+03	 12	 999000	 120	 999000	 999	 1.748803e+03	 500.00	 550.00	 20.00	 58	 0.63	 
n_210	 2	 13	 9495.jpg	 1.751786e+03	 11	 1.174395e+03	 1100	 4.998991e+02	 98	 1.752803e+03	 450.00	 550.00	 11.00	 54	 0.73	 
n_210	 2	 13	 9301.jpg	 1.753786e+03	 24	 999000	 240	 999000	 999	 1.754803e+03	 450.00	 550.00	 50.00	 41	 0.20	 
n_210	 2	 13	 6570.JPG	 1.755786e+03	 12	 999000	 120	 999000	 999	 1.756803e+03	 450.00	 550.00	 21.00	 25	 0.63	 
n_210	 2	 13	 9321.jpg	 1.757786e+03	 24	 999000	 240	 999000	 999	 1.758803e+03	 450.00	 550.00	 45.00	 42	 0.29	 
n_210	 2	 13	 9322.jpg	 1.759786e+03	 22	 8.863656e+02	 220	 5.499120e+02	 98	 1.760819e+03	 450.00	 566.67	 46.00	 43	 0.29	 
n_210	 2	 13	 2455.jpg	 1.765786e+03	 12	 999000	 120	 999000	 999	 1.766803e+03	 450.00	 566.67	 15.00	 11	 0.68	 
n_210	 2	 13	 9561.jpg	 1.767786e+03	 22	 8.543602e+02	 220	 5.665786e+02	 98	 1.768803e+03	 450.00	 583.33	 51.00	 55	 0.20	 
