subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 CueTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
n_210	 2	 8	 3103.jpg	 9.608408e+02	 22	 9.727975e+02	 220	 5.166467e+02	 98	 9.618574e+02	 516.67	 533.33	 49.00	 17	 0.24	 
n_210	 2	 8	 1274.jpg	 9.638409e+02	 24	 999000	 240	 999000	 999	 9.648574e+02	 516.67	 533.33	 57.00	 7	 0.10	 
n_210	 2	 8	 9495.jpg	 9.658408e+02	 11	 1.044769e+03	 1100	 5.165848e+02	 98	 9.668741e+02	 466.67	 533.33	 11.00	 54	 0.73	 
n_210	 2	 8	 2457.jpg	 9.678408e+02	 12	 999000	 120	 999000	 999	 9.688574e+02	 466.67	 533.33	 5.00	 13	 0.85	 
n_210	 2	 8	 6570.JPG	 9.698408e+02	 12	 999000	 120	 999000	 999	 9.708574e+02	 466.67	 533.33	 21.00	 25	 0.63	 
n_210	 2	 8	 9373.jpg	 9.728408e+02	 24	 999000	 240	 999000	 999	 9.738574e+02	 466.67	 533.33	 55.00	 48	 0.15	 
n_210	 2	 8	 9042.jpg	 9.748408e+02	 24	 999000	 240	 999000	 999	 9.758574e+02	 466.67	 533.33	 39.00	 35	 0.39	 
n_210	 2	 8	 9301.jpg	 9.788408e+02	 24	 999000	 240	 999000	 999	 9.798574e+02	 466.67	 533.33	 50.00	 41	 0.20	 
n_210	 2	 8	 9427.jpg	 9.808408e+02	 11	 9.247128e+02	 110	 4.665769e+02	 98	 9.818742e+02	 483.33	 533.33	 8.00	 52	 0.80	 
n_210	 2	 8	 9300.jpg	 9.858407e+02	 24	 999000	 240	 999000	 999	 9.868573e+02	 483.33	 533.33	 42.00	 40	 0.36	 
n_210	 2	 8	 9909.jpg	 9.878407e+02	 11	 8.367239e+02	 110	 4.832513e+02	 98	 9.888740e+02	 500.00	 533.33	 17.00	 59	 0.64	 
n_210	 2	 8	 2455.jpg	 9.918407e+02	 12	 999000	 120	 999000	 999	 9.928573e+02	 500.00	 533.33	 15.00	 11	 0.68	 
n_210	 2	 8	 9490.jpg	 9.938407e+02	 12	 999000	 120	 999000	 999	 9.948573e+02	 500.00	 533.33	 18.00	 53	 0.64	 
n_210	 2	 8	 6312.jpg	 9.968407e+02	 22	 9.567326e+02	 220	 5.332359e+02	 98	 9.978741e+02	 500.00	 550.00	 48.00	 21	 0.28	 
n_210	 2	 8	 9930.jpg	 1.001841e+03	 12	 999000	 120	 999000	 999	 1.002857e+03	 500.00	 550.00	 19.00	 60	 0.64	 
n_210	 2	 8	 9600.jpg	 1.003841e+03	 11	 8.047309e+02	 110	 4.999025e+02	 98	 1.004857e+03	 516.67	 550.00	 16.00	 56	 0.67	 
n_210	 2	 8	 9321.jpg	 1.005841e+03	 24	 999000	 240	 999000	 999	 1.006857e+03	 516.67	 550.00	 45.00	 42	 0.29	 
n_210	 2	 8	 2691.jpg	 1.009841e+03	 11	 7.887258e+02	 110	 5.165707e+02	 98	 1.010874e+03	 533.33	 550.00	 9.00	 15	 0.77	 
n_210	 2	 8	 6242.jpg	 1.013841e+03	 12	 999000	 120	 999000	 999	 1.014857e+03	 533.33	 550.00	 13.00	 20	 0.73	 
n_210	 2	 8	 9903.jpg	 1.017841e+03	 12	 999000	 120	 999000	 999	 1.018857e+03	 533.33	 550.00	 20.00	 58	 0.63	 
n_210	 2	 8	 1000.jpg	 1.019841e+03	 24	 999000	 240	 999000	 999	 1.020857e+03	 533.33	 550.00	 53.00	 1	 0.17	 
n_210	 2	 8	 9322.jpg	 1.021841e+03	 22	 9.966989e+02	 220	 5.499031e+02	 98	 1.022857e+03	 533.33	 566.67	 46.00	 43	 0.29	 
n_210	 2	 8	 9561.jpg	 1.023841e+03	 22	 1.140729e+03	 2200	 5.665775e+02	 98	 1.024857e+03	 533.33	 516.67	 51.00	 55	 0.20	 
n_210	 2	 8	 9325.jpg	 1.025840e+03	 22	 1.332724e+03	 2200	 5.165724e+02	 98	 1.026874e+03	 533.33	 466.67	 54.00	 44	 0.15	 
n_210	 2	 8	 9291.jpg	 1.031840e+03	 12	 999000	 120	 999000	 999	 1.032857e+03	 533.33	 466.67	 7.00	 39	 0.83	 
n_210	 2	 8	 2683.jpg	 1.034840e+03	 12	 999000	 120	 999000	 999	 1.035857e+03	 533.33	 466.67	 10.00	 14	 0.77	 
n_210	 2	 8	 1111.jpg	 1.036840e+03	 24	 999000	 240	 999000	 999	 1.037857e+03	 533.33	 466.67	 44.00	 5	 0.32	 
n_210	 2	 8	 8480.jpg	 1.038840e+03	 24	 999000	 240	 999000	 999	 1.039857e+03	 533.33	 466.67	 41.00	 32	 0.36	 
n_210	 2	 8	 9622.jpg	 1.041840e+03	 12	 999000	 120	 999000	 999	 1.042857e+03	 533.33	 466.67	 12.00	 57	 0.73	 
n_210	 2	 8	 9340.jpg	 1.043840e+03	 12	 999000	 120	 999000	 999	 1.044857e+03	 533.33	 466.67	 4.00	 45	 0.86	 
n_210	 2	 8	 6821.jpg	 1.045840e+03	 12	 999000	 120	 999000	 999	 1.046857e+03	 533.33	 466.67	 6.00	 27	 0.84	 
n_210	 2	 8	 1271.jpg	 1.047840e+03	 24	 999000	 240	 999000	 999	 1.048857e+03	 533.33	 466.67	 52.00	 6	 0.18	 
n_210	 2	 8	 9341.jpg	 1.050840e+03	 12	 999000	 120	 999000	 999	 1.051857e+03	 533.33	 466.67	 22.00	 46	 0.62	 
n_210	 2	 8	 9008.jpg	 1.052840e+03	 24	 999000	 240	 999000	 999	 1.053857e+03	 533.33	 466.67	 58.00	 34	 0.10	 
n_210	 2	 8	 6210.jpg	 1.054840e+03	 12	 999000	 120	 999000	 999	 1.055857e+03	 533.33	 466.67	 3.00	 19	 0.90	 
n_210	 2	 8	 8485.jpg	 1.056840e+03	 22	 7.966950e+02	 220	 4.665879e+02	 98	 1.057874e+03	 533.33	 483.33	 43.00	 33	 0.35	 
n_210	 2	 8	 9395.jpg	 1.058840e+03	 11	 8.446931e+02	 110	 5.332486e+02	 98	 1.059874e+03	 550.00	 483.33	 14.00	 50	 0.69	 
n_210	 2	 8	 2205.jpg	 1.064840e+03	 24	 999000	 240	 999000	 999	 1.065857e+03	 550.00	 483.33	 47.00	 10	 0.28	 
n_210	 2	 8	 6370.jpg	 1.067840e+03	 24	 999000	 240	 999000	 999	 1.068857e+03	 550.00	 483.33	 40.00	 22	 0.37	 
n_210	 2	 8	 1002.jpg	 1.071840e+03	 24	 999000	 240	 999000	 999	 1.072857e+03	 550.00	 483.33	 56.00	 3	 0.12	 
