subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 CueTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
n_210	 2	 10	 6312.jpg	 1.198289e+03	 22	 7.547466e+02	 220	 4.499881e+02	 98	 1.199306e+03	 450.00	 466.67	 48.00	 21	 0.28	 
n_210	 2	 10	 9395.jpg	 1.201289e+03	 11	 7.946268e+02	 110	 4.499172e+02	 98	 1.202323e+03	 466.67	 466.67	 14.00	 50	 0.69	 
n_210	 2	 10	 9600.jpg	 1.205289e+03	 11	 8.106545e+02	 110	 4.665673e+02	 98	 1.206323e+03	 483.33	 466.67	 16.00	 56	 0.67	 
n_210	 2	 10	 9930.jpg	 1.207289e+03	 12	 999000	 120	 999000	 999	 1.208306e+03	 483.33	 466.67	 19.00	 60	 0.64	 
n_210	 2	 10	 9622.jpg	 1.209289e+03	 12	 999000	 120	 999000	 999	 1.210306e+03	 483.33	 466.67	 12.00	 57	 0.73	 
n_210	 2	 10	 9340.jpg	 1.213289e+03	 12	 999000	 120	 999000	 999	 1.214306e+03	 483.33	 466.67	 4.00	 45	 0.86	 
n_210	 2	 10	 9325.jpg	 1.215289e+03	 22	 7.466296e+02	 220	 4.665879e+02	 98	 1.216323e+03	 483.33	 483.33	 54.00	 44	 0.15	 
n_210	 2	 10	 2691.jpg	 1.220289e+03	 11	 1.042656e+03	 1100	 4.832315e+02	 98	 1.221323e+03	 433.33	 483.33	 9.00	 15	 0.77	 
n_210	 2	 10	 2205.jpg	 1.222289e+03	 24	 999000	 240	 999000	 999	 1.223306e+03	 433.33	 483.33	 47.00	 10	 0.28	 
n_210	 2	 10	 9300.jpg	 1.225289e+03	 24	 999000	 240	 999000	 999	 1.226306e+03	 433.33	 483.33	 42.00	 40	 0.36	 
n_210	 2	 10	 9909.jpg	 1.228289e+03	 11	 7.386115e+02	 110	 4.332408e+02	 98	 1.229306e+03	 450.00	 483.33	 17.00	 59	 0.64	 
n_210	 2	 10	 8480.jpg	 1.232289e+03	 24	 999000	 240	 999000	 999	 1.233306e+03	 450.00	 483.33	 41.00	 32	 0.36	 
