subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 CueTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
n_210	 2	 2	 9042.jpg	 1.368626e+02	 24	 999000	 240	 999000	 999	 1.378793e+02	 583.33	 650.00	 39.00	 35	 0.39	 
n_210	 2	 2	 9325.jpg	 1.398627e+02	 22	 1.028201e+03	 2200	 6.499356e+02	 98	 1.408959e+02	 583.33	 600.00	 54.00	 44	 0.15	 
n_210	 2	 2	 9909.jpg	 1.418627e+02	 11	 9.002536e+02	 110	 5.832533e+02	 98	 1.428959e+02	 600.00	 600.00	 17.00	 59	 0.64	 
n_210	 2	 2	 6821.jpg	 1.438626e+02	 12	 999000	 120	 999000	 999	 1.448793e+02	 600.00	 600.00	 6.00	 27	 0.84	 
n_210	 2	 2	 6570.JPG	 1.458626e+02	 12	 999000	 120	 999000	 999	 1.468792e+02	 600.00	 600.00	 21.00	 25	 0.63	 
n_210	 2	 2	 1111.jpg	 1.488626e+02	 24	 999000	 240	 999000	 999	 1.498792e+02	 600.00	 600.00	 44.00	 5	 0.32	 
n_210	 2	 2	 1271.jpg	 1.508626e+02	 24	 999000	 240	 999000	 999	 1.518792e+02	 600.00	 600.00	 52.00	 6	 0.18	 
n_210	 2	 2	 9373.jpg	 1.548626e+02	 24	 999000	 240	 999000	 999	 1.558792e+02	 600.00	 600.00	 55.00	 48	 0.15	 
n_210	 2	 2	 9600.jpg	 1.568626e+02	 11	 1.148241e+03	 1100	 5.999161e+02	 98	 1.578960e+02	 550.00	 600.00	 16.00	 56	 0.67	 
n_210	 2	 2	 6242.jpg	 1.618625e+02	 12	 2.122279e+02	 12	 999000	 98	 1.628791e+02	 550.00	 600.00	 13.00	 20	 0.73	 
n_210	 2	 2	 2457.jpg	 1.638625e+02	 12	 999000	 120	 999000	 999	 1.648791e+02	 550.00	 600.00	 5.00	 13	 0.85	 
