subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 CueTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
n_210	 2	 15	 9930.jpg	 1.896369e+03	 12	 999000	 120	 999000	 999	 1.897385e+03	 483.33	 616.67	 19.00	 60	 0.64	 
n_210	 2	 15	 9321.jpg	 1.899369e+03	 24	 999000	 240	 999000	 999	 1.900385e+03	 483.33	 616.67	 45.00	 42	 0.29	 
n_210	 2	 15	 9291.jpg	 1.903369e+03	 12	 999000	 120	 999000	 999	 1.904385e+03	 483.33	 616.67	 7.00	 39	 0.83	 
n_210	 2	 15	 6242.jpg	 1.905369e+03	 12	 999000	 120	 999000	 999	 1.906385e+03	 483.33	 616.67	 13.00	 20	 0.73	 
n_210	 2	 15	 2457.jpg	 1.907369e+03	 12	 999000	 120	 999000	 999	 1.908385e+03	 483.33	 616.67	 5.00	 13	 0.85	 
n_210	 2	 15	 3103.jpg	 1.911369e+03	 22	 9.029521e+02	 220	 6.165792e+02	 98	 1.912402e+03	 483.33	 633.33	 49.00	 17	 0.24	 
n_210	 2	 15	 1271.jpg	 1.913369e+03	 24	 999000	 240	 999000	 999	 1.914385e+03	 483.33	 633.33	 52.00	 6	 0.18	 
n_210	 2	 15	 9042.jpg	 1.918369e+03	 24	 999000	 240	 999000	 999	 1.919385e+03	 483.33	 633.33	 39.00	 35	 0.39	 
n_210	 2	 15	 6570.JPG	 1.920368e+03	 12	 999000	 120	 999000	 999	 1.921385e+03	 483.33	 633.33	 21.00	 25	 0.63	 
n_210	 2	 15	 2455.jpg	 1.923368e+03	 12	 999000	 120	 999000	 999	 1.924385e+03	 483.33	 633.33	 15.00	 11	 0.68	 
n_210	 2	 15	 1000.jpg	 1.926368e+03	 24	 999000	 240	 999000	 999	 1.927385e+03	 483.33	 633.33	 53.00	 1	 0.17	 
n_210	 2	 15	 9373.jpg	 1.930368e+03	 24	 999000	 240	 999000	 999	 1.931385e+03	 483.33	 633.33	 55.00	 48	 0.15	 
n_210	 2	 15	 9300.jpg	 1.933368e+03	 24	 999000	 240	 999000	 999	 1.934385e+03	 483.33	 633.33	 42.00	 40	 0.36	 
n_210	 2	 15	 9340.jpg	 1.935368e+03	 12	 999000	 120	 999000	 999	 1.936385e+03	 483.33	 633.33	 4.00	 45	 0.86	 
n_210	 2	 15	 9322.jpg	 1.938368e+03	 22	 8.629443e+02	 220	 6.332334e+02	 98	 1.939385e+03	 483.33	 650.00	 46.00	 43	 0.29	 
n_210	 2	 15	 9495.jpg	 1.942368e+03	 11	 1.054985e+03	 1100	 4.832483e+02	 98	 1.943402e+03	 433.33	 650.00	 11.00	 54	 0.73	 
n_210	 2	 15	 9600.jpg	 1.945368e+03	 11	 7.909479e+02	 110	 4.332305e+02	 98	 1.946385e+03	 450.00	 650.00	 16.00	 56	 0.67	 
n_210	 2	 15	 8480.jpg	 1.947368e+03	 24	 999000	 240	 999000	 999	 1.948385e+03	 450.00	 650.00	 41.00	 32	 0.36	 
n_210	 2	 15	 2683.jpg	 1.949368e+03	 12	 999000	 120	 999000	 999	 1.950385e+03	 450.00	 650.00	 10.00	 14	 0.77	 
n_210	 2	 15	 9341.jpg	 1.954368e+03	 12	 999000	 120	 999000	 999	 1.955385e+03	 450.00	 650.00	 22.00	 46	 0.62	 
n_210	 2	 15	 2205.jpg	 1.958368e+03	 24	 999000	 240	 999000	 999	 1.959385e+03	 450.00	 650.00	 47.00	 10	 0.28	 
n_210	 2	 15	 6312.jpg	 1.962368e+03	 22	 1.038940e+03	 2200	 6.498993e+02	 98	 1.963401e+03	 450.00	 600.00	 48.00	 21	 0.28	 
n_210	 2	 15	 1111.jpg	 1.968368e+03	 24	 999000	 240	 999000	 999	 1.969385e+03	 450.00	 600.00	 44.00	 5	 0.32	 
n_210	 2	 15	 9909.jpg	 1.970368e+03	 11	 8.309560e+02	 110	 4.499155e+02	 98	 1.971385e+03	 466.67	 600.00	 17.00	 59	 0.64	 
n_210	 2	 15	 9622.jpg	 1.972368e+03	 12	 999000	 120	 999000	 999	 1.973385e+03	 466.67	 600.00	 12.00	 57	 0.73	 
n_210	 2	 15	 9490.jpg	 1.974368e+03	 12	 999000	 120	 999000	 999	 1.975385e+03	 466.67	 600.00	 18.00	 53	 0.64	 
n_210	 2	 15	 9561.jpg	 1.976368e+03	 22	 1.022999e+03	 2200	 5.999209e+02	 98	 1.977402e+03	 466.67	 550.00	 51.00	 55	 0.20	 
n_210	 2	 15	 6821.jpg	 1.980368e+03	 12	 999000	 120	 999000	 999	 1.981385e+03	 466.67	 550.00	 6.00	 27	 0.84	 
n_210	 2	 15	 9008.jpg	 1.982368e+03	 24	 999000	 240	 999000	 999	 1.983385e+03	 466.67	 550.00	 58.00	 34	 0.10	 
n_210	 2	 15	 6210.jpg	 1.986368e+03	 12	 999000	 120	 999000	 999	 1.987385e+03	 466.67	 550.00	 3.00	 19	 0.90	 
n_210	 2	 15	 9301.jpg	 1.988368e+03	 24	 999000	 240	 999000	 999	 1.989385e+03	 466.67	 550.00	 50.00	 41	 0.20	 
n_210	 2	 15	 9903.jpg	 1.990368e+03	 12	 999000	 120	 999000	 999	 1.991385e+03	 466.67	 550.00	 20.00	 58	 0.63	 
n_210	 2	 15	 9325.jpg	 1.992368e+03	 22	 8.309489e+02	 220	 5.499161e+02	 98	 1.993401e+03	 466.67	 566.67	 54.00	 44	 0.15	 
n_210	 2	 15	 9395.jpg	 1.997368e+03	 11	 8.549296e+02	 110	 4.665677e+02	 98	 1.998401e+03	 483.33	 566.67	 14.00	 50	 0.69	 
n_210	 2	 15	 8485.jpg	 1.999368e+03	 22	 9.989772e+02	 220	 5.665717e+02	 98	 2.000385e+03	 483.33	 583.33	 43.00	 33	 0.35	 
n_210	 2	 15	 2691.jpg	 2.001368e+03	 11	 7.589839e+02	 110	 4.832476e+02	 98	 2.002401e+03	 500.00	 583.33	 9.00	 15	 0.77	 
n_210	 2	 15	 1002.jpg	 2.004368e+03	 24	 999000	 240	 999000	 999	 2.005385e+03	 500.00	 583.33	 56.00	 3	 0.12	 
n_210	 2	 15	 1274.jpg	 2.011368e+03	 24	 999000	 240	 999000	 999	 2.012385e+03	 500.00	 583.33	 57.00	 7	 0.10	 
n_210	 2	 15	 9427.jpg	 2.015368e+03	 11	 7.749699e+02	 110	 4.999066e+02	 98	 2.016385e+03	 516.67	 583.33	 8.00	 52	 0.80	 
n_210	 2	 15	 6370.jpg	 2.022368e+03	 24	 999000	 240	 999000	 999	 2.025385e+03	 516.67	 583.33	 40.00	 22	 0.37	 
