subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 CueTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
n_210	 2	 6	 1271.jpg	 7.008924e+02	 24	 999000	 240	 999000	 999	 7.019090e+02	 516.67	 516.67	 52.00	 6	 0.18	 
n_210	 2	 6	 2683.jpg	 7.028924e+02	 12	 999000	 120	 999000	 999	 7.039091e+02	 516.67	 516.67	 10.00	 14	 0.77	 
n_210	 2	 6	 8485.jpg	 7.068924e+02	 22	 1.242828e+03	 2200	 5.165769e+02	 98	 7.079257e+02	 516.67	 466.67	 43.00	 33	 0.35	 
n_210	 2	 6	 9561.jpg	 7.098924e+02	 22	 8.827864e+02	 220	 4.665653e+02	 98	 7.109258e+02	 516.67	 483.33	 51.00	 55	 0.20	 
n_210	 2	 6	 6570.JPG	 7.118924e+02	 12	 999000	 120	 999000	 999	 7.129090e+02	 516.67	 483.33	 21.00	 25	 0.63	 
n_210	 2	 6	 9300.jpg	 7.148924e+02	 24	 999000	 240	 999000	 999	 7.159090e+02	 516.67	 483.33	 42.00	 40	 0.36	 
n_210	 2	 6	 6821.jpg	 7.188924e+02	 12	 3.787818e+02	 12	 999000	 98	 7.199090e+02	 516.67	 483.33	 6.00	 27	 0.84	 
n_210	 2	 6	 9325.jpg	 7.228923e+02	 22	 4.908267e+02	 220	 4.832339e+02	 98	 7.239256e+02	 516.67	 500.00	 54.00	 44	 0.15	 
n_210	 2	 6	 1002.jpg	 7.248923e+02	 24	 6.028048e+02	 24	 999000	 98	 7.259089e+02	 516.67	 500.00	 56.00	 3	 0.12	 
n_210	 2	 6	 9930.jpg	 7.298923e+02	 12	 999000	 120	 999000	 999	 7.329092e+02	 516.67	 500.00	 19.00	 60	 0.64	 
n_210	 2	 6	 6242.jpg	 7.334255e+02	 12	 999000	 120	 999000	 999	 7.344422e+02	 516.67	 500.00	 13.00	 20	 0.73	 
n_210	 2	 6	 9340.jpg	 7.349588e+02	 12	 999000	 120	 999000	 999	 7.359755e+02	 516.67	 500.00	 4.00	 45	 0.86	 
n_210	 2	 6	 9341.jpg	 7.398922e+02	 12	 999000	 120	 999000	 999	 7.409088e+02	 516.67	 500.00	 22.00	 46	 0.62	 
n_210	 2	 6	 9042.jpg	 7.418922e+02	 24	 999000	 240	 999000	 999	 7.429088e+02	 516.67	 500.00	 39.00	 35	 0.39	 
n_210	 2	 6	 6370.jpg	 7.438922e+02	 24	 999000	 240	 999000	 999	 7.449088e+02	 516.67	 500.00	 40.00	 22	 0.37	 
n_210	 2	 6	 2205.jpg	 7.458922e+02	 24	 999000	 240	 999000	 999	 7.469088e+02	 516.67	 500.00	 47.00	 10	 0.28	 
n_210	 2	 6	 1000.jpg	 7.498922e+02	 24	 999000	 240	 999000	 999	 7.509088e+02	 516.67	 500.00	 53.00	 1	 0.17	 
n_210	 2	 6	 9008.jpg	 7.538922e+02	 24	 999000	 240	 999000	 999	 7.549088e+02	 516.67	 500.00	 58.00	 34	 0.10	 
n_210	 2	 6	 9909.jpg	 7.568921e+02	 11	 1.290776e+03	 1100	 5.165899e+02	 98	 7.579254e+02	 466.67	 500.00	 17.00	 59	 0.64	 
n_210	 2	 6	 9622.jpg	 7.608921e+02	 12	 999000	 120	 999000	 999	 7.619087e+02	 466.67	 500.00	 12.00	 57	 0.73	 
n_210	 2	 6	 9427.jpg	 7.638921e+02	 11	 8.508183e+02	 110	 4.665656e+02	 98	 7.649255e+02	 483.33	 500.00	 8.00	 52	 0.80	 
n_210	 2	 6	 9321.jpg	 7.658921e+02	 24	 999000	 240	 999000	 999	 7.669087e+02	 483.33	 500.00	 45.00	 42	 0.29	 
n_210	 2	 6	 1274.jpg	 7.698921e+02	 24	 999000	 240	 999000	 999	 7.709087e+02	 483.33	 500.00	 57.00	 7	 0.10	 
n_210	 2	 6	 2455.jpg	 7.718920e+02	 12	 999000	 120	 999000	 999	 7.729086e+02	 483.33	 500.00	 15.00	 11	 0.68	 
n_210	 2	 6	 8480.jpg	 7.738920e+02	 24	 999000	 240	 999000	 999	 7.749086e+02	 483.33	 500.00	 41.00	 32	 0.36	 
n_210	 2	 6	 6210.jpg	 7.778920e+02	 12	 999000	 120	 999000	 999	 7.789086e+02	 483.33	 500.00	 3.00	 19	 0.90	 
n_210	 2	 6	 6312.jpg	 7.798920e+02	 22	 8.188139e+02	 220	 4.999045e+02	 98	 7.809086e+02	 483.33	 516.67	 48.00	 21	 0.28	 
n_210	 2	 6	 9373.jpg	 7.838920e+02	 24	 999000	 240	 999000	 999	 7.849086e+02	 483.33	 516.67	 55.00	 48	 0.15	 
n_210	 2	 6	 9490.jpg	 7.878919e+02	 12	 999000	 120	 999000	 999	 7.889085e+02	 483.33	 516.67	 18.00	 53	 0.64	 
