subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
BSOV_117	 1	 10	 ChocolateParaMarir2.bmp	 1.364038e+03	 24	 999000	 240	 999000	 999	 1.365058e+03	 383.33	 383.33	 41.00	 47	 3.78	 
BSOV_117	 1	 10	 BisliPizza3.bmp	 1.369027e+03	 12	 999000	 120	 999000	 999	 1.370045e+03	 383.33	 383.33	 22.00	 4	 7.00	 
BSOV_117	 1	 10	 HispusimShatiah.bmp	 1.371029e+03	 22	 7.782681e+02	 220	 3.837837e+02	 98	 1.372047e+03	 383.33	 400.00	 50.00	 56	 1.71	 
BSOV_117	 1	 10	 BisliOnion.bmp	 1.373032e+03	 22	 7.519581e+02	 220	 4.003773e+02	 98	 1.374049e+03	 383.33	 416.67	 44.00	 58	 3.73	 
BSOV_117	 1	 10	 HappyHippo.bmp	 1.379038e+03	 12	 999000	 120	 999000	 999	 1.380056e+03	 383.33	 416.67	 20.00	 33	 7.02	 
BSOV_117	 1	 10	 Taami.bmp	 1.381040e+03	 24	 999000	 240	 999000	 999	 1.382058e+03	 383.33	 416.67	 56.00	 23	 0.58	 
BSOV_117	 1	 10	 Kitkat.bmp	 1.384027e+03	 11	 999000	 1	 3.839089e+02	 999	 1.385045e+03	 333.33	 416.67	 18.00	 19	 7.98	 
BSOV_117	 1	 10	 Shugi.bmp	 1.386029e+03	 24	 3.781661e+02	 24	 999000	 98	 1.387047e+03	 333.33	 416.67	 54.00	 17	 0.62	 
BSOV_117	 1	 10	 BisliGrill.bmp	 1.390034e+03	 11	 6.935628e+02	 110	 3.336405e+02	 98	 1.391052e+03	 350.00	 416.67	 7.00	 32	 9.93	 
BSOV_117	 1	 10	 ClickBisquit2.bmp	 1.392036e+03	 11	 7.872854e+02	 110	 3.503409e+02	 98	 1.393054e+03	 366.67	 416.67	 15.00	 28	 8.04	 
BSOV_117	 1	 10	 BagaleShtuhim.bmp	 1.397042e+03	 12	 999000	 120	 999000	 999	 1.398060e+03	 366.67	 416.67	 14.00	 55	 8.07	 
BSOV_117	 1	 10	 Bamba.bmp	 1.404033e+03	 12	 999000	 120	 999000	 999	 1.405051e+03	 366.67	 416.67	 11.00	 6	 9.80	 
BSOV_117	 1	 10	 BabyDoll.bmp	 1.406035e+03	 24	 999000	 240	 999000	 999	 1.407053e+03	 366.67	 416.67	 51.00	 26	 1.67	 
BSOV_117	 1	 10	 GumiSnakes3.bmp	 1.409039e+03	 24	 999000	 240	 999000	 999	 1.410056e+03	 366.67	 416.67	 55.00	 35	 0.60	 
BSOV_117	 1	 10	 Snickers.bmp	 1.412042e+03	 12	 999000	 120	 999000	 999	 1.413060e+03	 366.67	 416.67	 16.00	 34	 8.02	 
BSOV_117	 1	 10	 ClickBalls5.bmp	 1.416030e+03	 12	 999000	 120	 999000	 999	 1.417047e+03	 366.67	 416.67	 21.00	 46	 7.02	 
BSOV_117	 1	 10	 Keifli.bmp	 1.420034e+03	 24	 999000	 240	 999000	 999	 1.421052e+03	 366.67	 416.67	 46.00	 48	 2.78	 
BSOV_117	 1	 10	 TapuchipsCrunch.bmp	 1.424039e+03	 12	 999000	 120	 999000	 999	 1.425057e+03	 366.67	 416.67	 19.00	 50	 7.96	 
BSOV_117	 1	 10	 Tortit.bmp	 1.427042e+03	 24	 999000	 240	 999000	 999	 1.428060e+03	 366.67	 416.67	 48.00	 1	 2.67	 
BSOV_117	 1	 10	 Egozi.bmp	 1.433032e+03	 24	 999000	 240	 999000	 999	 1.434050e+03	 366.67	 416.67	 58.00	 13	 0.53	 
BSOV_117	 1	 10	 CrunchBisquitWhite2.bmp	 1.435034e+03	 24	 999000	 240	 999000	 999	 1.436052e+03	 366.67	 416.67	 43.00	 36	 3.73	 
BSOV_117	 1	 10	 Apropo.bmp	 1.438038e+03	 12	 999000	 120	 999000	 999	 1.439056e+03	 366.67	 416.67	 17.00	 45	 8.02	 
BSOV_117	 1	 10	 Twist.bmp	 1.440040e+03	 24	 999000	 240	 999000	 999	 1.441058e+03	 366.67	 416.67	 57.00	 60	 0.56	 
BSOV_117	 1	 10	 BambaSweet.bmp	 1.442042e+03	 22	 7.091978e+02	 220	 4.170749e+02	 98	 1.443060e+03	 366.67	 433.33	 53.00	 52	 1.51	 
BSOV_117	 1	 10	 Mentos.bmp	 1.444028e+03	 24	 999000	 240	 999000	 999	 1.445046e+03	 366.67	 433.33	 40.00	 30	 3.78	 
BSOV_117	 1	 10	 WerthersOriginal.bmp	 1.447031e+03	 11	 8.003536e+02	 110	 3.671427e+02	 98	 1.448049e+03	 383.33	 433.33	 10.00	 29	 9.91	 
BSOV_117	 1	 10	 Loacker.bmp	 1.451036e+03	 24	 999000	 240	 999000	 999	 1.452054e+03	 383.33	 433.33	 39.00	 21	 3.78	 
BSOV_117	 1	 10	 BambaNugat.bmp	 1.453038e+03	 11	 8.014419e+02	 110	 3.836051e+02	 98	 1.454056e+03	 400.00	 433.33	 12.00	 24	 8.18	 
BSOV_117	 1	 10	 CrunchBisquitBrown3.bmp	 1.455040e+03	 22	 8.951903e+02	 220	 4.337042e+02	 98	 1.456058e+03	 400.00	 450.00	 47.00	 37	 2.71	 
BSOV_117	 1	 10	 CrunchShokoVanil.bmp	 1.457043e+03	 12	 999000	 120	 999000	 999	 1.458060e+03	 400.00	 450.00	 6.00	 10	 9.93	 
BSOV_117	 1	 10	 KifkefMaklot2.bmp	 1.459028e+03	 22	 999000	 2	 4.502567e+02	 999	 1.460046e+03	 400.00	 400.00	 52.00	 53	 1.62	 
BSOV_117	 1	 10	 KashitSour.bmp	 1.461030e+03	 22	 999000	 2	 4.003726e+02	 999	 1.462048e+03	 400.00	 350.00	 45.00	 3	 2.78	 
BSOV_117	 1	 10	 DoritosGrill.bmp	 1.465035e+03	 12	 999000	 120	 999000	 999	 1.466053e+03	 400.00	 350.00	 4.00	 40	 9.96	 
BSOV_117	 1	 10	 ChocolateParaSucariotKoftzot2.bmp	 1.469039e+03	 12	 999000	 120	 999000	 999	 1.470057e+03	 400.00	 350.00	 8.00	 9	 9.91	 
BSOV_117	 1	 10	 DoritosNatural.bmp	 1.471041e+03	 12	 999000	 120	 999000	 999	 1.472059e+03	 400.00	 350.00	 3.00	 16	 9.96	 
BSOV_117	 1	 10	 DoritosSourSpicy.bmp	 1.473027e+03	 12	 999000	 120	 999000	 999	 1.474045e+03	 400.00	 350.00	 5.00	 43	 9.96	 
BSOV_117	 1	 10	 Twix.bmp	 1.475029e+03	 12	 999000	 120	 999000	 999	 1.476047e+03	 400.00	 350.00	 9.00	 11	 9.91	 
BSOV_117	 1	 10	 Hit.bmp	 1.477032e+03	 24	 999000	 240	 999000	 999	 1.478049e+03	 400.00	 350.00	 49.00	 39	 2.67	 
