subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
BSOV_117	 1	 14	 TapuchipsCrunch.bmp	 1.939451e+03	 12	 999000	 120	 999000	 999	 1.940469e+03	 183.33	 33.33	 19.00	 50	 7.96	 
BSOV_117	 1	 14	 Twist.bmp	 1.942437e+03	 24	 999000	 240	 999000	 999	 1.943455e+03	 183.33	 33.33	 57.00	 60	 0.56	 
BSOV_117	 1	 14	 DoritosNatural.bmp	 1.946442e+03	 12	 999000	 120	 999000	 999	 1.947460e+03	 183.33	 33.33	 3.00	 16	 9.96	 
BSOV_117	 1	 14	 Keifli.bmp	 1.948444e+03	 24	 999000	 240	 999000	 999	 1.949462e+03	 183.33	 33.33	 46.00	 48	 2.78	 
BSOV_117	 1	 14	 CrunchShokoVanil.bmp	 1.950447e+03	 12	 999000	 120	 999000	 999	 1.951464e+03	 183.33	 33.33	 6.00	 10	 9.93	 
BSOV_117	 1	 14	 ClickBalls5.bmp	 1.954451e+03	 12	 999000	 120	 999000	 999	 1.955469e+03	 183.33	 33.33	 21.00	 46	 7.02	 
BSOV_117	 1	 14	 Egozi.bmp	 1.956453e+03	 24	 999000	 240	 999000	 999	 1.957471e+03	 183.33	 33.33	 58.00	 13	 0.53	 
BSOV_117	 1	 14	 BisliPizza3.bmp	 1.961442e+03	 12	 999000	 120	 999000	 999	 1.962460e+03	 183.33	 33.33	 22.00	 4	 7.00	 
BSOV_117	 1	 14	 Bamba.bmp	 1.963445e+03	 12	 999000	 120	 999000	 999	 1.964462e+03	 183.33	 33.33	 11.00	 6	 9.80	 
BSOV_117	 1	 14	 Kitkat.bmp	 1.966448e+03	 11	 999000	 1	 1.835226e+02	 999	 1.967466e+03	 133.33	 33.33	 18.00	 19	 7.98	 
BSOV_117	 1	 14	 ChocolateParaSucariotKoftzot2.bmp	 1.969451e+03	 12	 999000	 120	 999000	 999	 1.970469e+03	 133.33	 33.33	 8.00	 9	 9.91	 
BSOV_117	 1	 14	 CrunchBisquitBrown3.bmp	 1.973439e+03	 22	 999000	 2	 3.331112e+01	 999	 1.974457e+03	 133.33	 33.33	 47.00	 37	 2.71	 
BSOV_117	 1	 14	 BagaleShtuhim.bmp	 1.976443e+03	 12	 999000	 120	 999000	 999	 1.977460e+03	 133.33	 33.33	 14.00	 55	 8.07	 
BSOV_117	 1	 14	 Loacker.bmp	 1.978445e+03	 24	 999000	 240	 999000	 999	 1.979462e+03	 133.33	 33.33	 39.00	 21	 3.78	 
BSOV_117	 1	 14	 CrunchBisquitWhite2.bmp	 1.981448e+03	 24	 999000	 240	 999000	 999	 1.982466e+03	 133.33	 33.33	 43.00	 36	 3.73	 
BSOV_117	 1	 14	 Tortit.bmp	 1.985453e+03	 24	 999000	 240	 999000	 999	 1.986470e+03	 133.33	 33.33	 48.00	 1	 2.67	 
BSOV_117	 1	 14	 DoritosSourSpicy.bmp	 1.988439e+03	 12	 999000	 120	 999000	 999	 1.989457e+03	 133.33	 33.33	 5.00	 43	 9.96	 
BSOV_117	 1	 14	 Hit.bmp	 1.990441e+03	 24	 999000	 240	 999000	 999	 1.991459e+03	 133.33	 33.33	 49.00	 39	 2.67	 
BSOV_117	 1	 14	 ClickBisquit2.bmp	 1.992444e+03	 11	 6.036932e+02	 110	 1.333170e+02	 98	 1.993462e+03	 150.00	 33.33	 15.00	 28	 8.04	 
BSOV_117	 1	 14	 KifkefMaklot2.bmp	 1.997449e+03	 22	 4.780795e+02	 220	 3.328100e+01	 98	 1.998467e+03	 150.00	 50.00	 52.00	 53	 1.62	 
BSOV_117	 1	 14	 WerthersOriginal.bmp	 2.001454e+03	 11	 4.815958e+02	 110	 1.500208e+02	 98	 2.002472e+03	 166.67	 50.00	 10.00	 29	 9.91	 
BSOV_117	 1	 14	 Apropo.bmp	 2.005442e+03	 12	 999000	 120	 999000	 999	 2.006460e+03	 166.67	 50.00	 17.00	 45	 8.02	 
BSOV_117	 1	 14	 BambaSweet.bmp	 2.011448e+03	 22	 999000	 2	 5.003584e+01	 999	 2.012466e+03	 166.67	 50.00	 53.00	 52	 1.51	 
BSOV_117	 1	 14	 Mentos.bmp	 2.013451e+03	 24	 999000	 240	 999000	 999	 2.014468e+03	 166.67	 50.00	 40.00	 30	 3.78	 
BSOV_117	 1	 14	 GumiSnakes3.bmp	 2.015453e+03	 24	 999000	 240	 999000	 999	 2.016471e+03	 166.67	 50.00	 55.00	 35	 0.60	 
BSOV_117	 1	 14	 KashitSour.bmp	 2.017438e+03	 22	 3.613279e+02	 220	 5.032183e+01	 98	 2.018456e+03	 166.67	 66.67	 45.00	 3	 2.78	 
