subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
BSOV_117	 1	 16	 DoritosNatural.bmp	 2.226423e+03	 12	 999000	 120	 999000	 999	 2.227441e+03	 183.33	 100.00	 3.00	 16	 9.96	 
BSOV_117	 1	 16	 CrunchBisquitBrown3.bmp	 2.231412e+03	 22	 4.752347e+02	 220	 9.988994e+01	 98	 2.232430e+03	 183.33	 116.67	 47.00	 37	 2.71	 
BSOV_117	 1	 16	 BabyDoll.bmp	 2.233414e+03	 24	 999000	 240	 999000	 999	 2.234432e+03	 183.33	 116.67	 51.00	 26	 1.67	 
BSOV_117	 1	 16	 BisliOnion.bmp	 2.235417e+03	 22	 4.549125e+02	 220	 1.167387e+02	 98	 2.236434e+03	 183.33	 133.33	 44.00	 58	 3.73	 
BSOV_117	 1	 16	 HappyHippo.bmp	 2.241423e+03	 12	 999000	 120	 999000	 999	 2.242441e+03	 183.33	 133.33	 20.00	 33	 7.02	 
BSOV_117	 1	 16	 Tictac.bmp	 2.243426e+03	 11	 5.098679e+02	 110	 1.836011e+02	 98	 2.244443e+03	 200.00	 133.33	 13.00	 27	 8.09	 
BSOV_117	 1	 16	 KashitSour.bmp	 2.246412e+03	 22	 5.071243e+02	 220	 1.332645e+02	 98	 2.247430e+03	 200.00	 150.00	 45.00	 3	 2.78	 
BSOV_117	 1	 16	 BisliGrill.bmp	 2.248414e+03	 11	 6.409945e+02	 110	 2.001598e+02	 98	 2.249432e+03	 216.67	 150.00	 7.00	 32	 9.93	 
BSOV_117	 1	 16	 Twist.bmp	 2.252419e+03	 24	 999000	 240	 999000	 999	 2.253437e+03	 216.67	 150.00	 57.00	 60	 0.56	 
BSOV_117	 1	 16	 ClickBisquit2.bmp	 2.254421e+03	 11	 5.462030e+02	 110	 2.167998e+02	 98	 2.255439e+03	 233.33	 150.00	 15.00	 28	 8.04	 
BSOV_117	 1	 16	 CrunchShokoVanil.bmp	 2.259410e+03	 12	 999000	 120	 999000	 999	 2.260428e+03	 233.33	 150.00	 6.00	 10	 9.93	 
BSOV_117	 1	 16	 Egozi.bmp	 2.266418e+03	 24	 999000	 240	 999000	 999	 2.267436e+03	 233.33	 150.00	 58.00	 13	 0.53	 
BSOV_117	 1	 16	 Kitkat.bmp	 2.268420e+03	 11	 6.512665e+02	 110	 2.336273e+02	 98	 2.269438e+03	 250.00	 150.00	 18.00	 19	 7.98	 
BSOV_117	 1	 16	 DoritosGrill.bmp	 2.271424e+03	 12	 999000	 120	 999000	 999	 2.272441e+03	 250.00	 150.00	 4.00	 40	 9.96	 
BSOV_117	 1	 16	 BambaSweet.bmp	 2.274410e+03	 22	 5.573124e+02	 220	 1.502905e+02	 98	 2.275428e+03	 250.00	 166.67	 53.00	 52	 1.51	 
BSOV_117	 1	 16	 HispusimShatiah.bmp	 2.278415e+03	 22	 5.605986e+02	 220	 1.666542e+02	 98	 2.279433e+03	 250.00	 183.33	 50.00	 56	 1.71	 
BSOV_117	 1	 16	 Apropo.bmp	 2.282419e+03	 12	 5.000818e+02	 12	 999000	 98	 2.283437e+03	 250.00	 183.33	 17.00	 45	 8.02	 
BSOV_117	 1	 16	 Taami.bmp	 2.286424e+03	 24	 999000	 240	 999000	 999	 2.287442e+03	 250.00	 183.33	 56.00	 23	 0.58	 
BSOV_117	 1	 16	 Keifli.bmp	 2.289410e+03	 24	 999000	 240	 999000	 999	 2.290428e+03	 250.00	 183.33	 46.00	 48	 2.78	 
BSOV_117	 1	 16	 DoritosSourSpicy.bmp	 2.295417e+03	 12	 999000	 120	 999000	 999	 2.296435e+03	 250.00	 183.33	 5.00	 43	 9.96	 
BSOV_117	 1	 16	 ChocolateParaMarir2.bmp	 2.297420e+03	 24	 999000	 240	 999000	 999	 2.298437e+03	 250.00	 183.33	 41.00	 47	 3.78	 
BSOV_117	 1	 16	 BisliPizza3.bmp	 2.300423e+03	 12	 999000	 120	 999000	 999	 2.301441e+03	 250.00	 183.33	 22.00	 4	 7.00	 
