subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 AudioTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
p_124	 2	 11	 8031.jpg	 1.978774e+03	 11	 7.762587e+02	 110	 6.839263e+02	 98	 1.979830e+03	 700.00	 616.67	 22.00	 46	 0.53	 
p_124	 2	 11	 2209.jpg	 1.981766e+03	 24	 999000	 240	 999000	 999	 1.982808e+03	 700.00	 616.67	 34.00	 13	 0.48	 
p_124	 2	 11	 7291.jpg	 1.985758e+03	 22	 5.122282e+02	 22	 6.172357e+02	 98	 1.986814e+03	 700.00	 633.33	 49.00	 39	 0.37	 
p_124	 2	 11	 2362.jpg	 1.987761e+03	 22	 5.091936e+02	 22	 6.339001e+02	 98	 1.988817e+03	 700.00	 650.00	 38.00	 19	 0.46	 
p_124	 2	 11	 8280.jpg	 1.989764e+03	 12	 999000	 120	 999000	 999	 1.990806e+03	 700.00	 650.00	 27.00	 51	 0.50	 
p_124	 2	 11	 2057.jpg	 1.993757e+03	 12	 999000	 120	 999000	 999	 1.994799e+03	 700.00	 650.00	 25.00	 7	 0.52	 
p_124	 2	 11	 4599.jpg	 1.995760e+03	 12	 999000	 120	 999000	 999	 1.996802e+03	 700.00	 650.00	 6.00	 22	 0.72	 
p_124	 2	 11	 7260.jpg	 2.000768e+03	 12	 999000	 120	 999000	 999	 2.001810e+03	 700.00	 650.00	 10.00	 37	 0.64	 
p_124	 2	 11	 2030.jpg	 2.002757e+03	 12	 999000	 120	 999000	 999	 2.003800e+03	 700.00	 650.00	 12.00	 6	 0.62	 
p_124	 2	 11	 2373.jpg	 2.005762e+03	 24	 999000	 240	 999000	 999	 2.006804e+03	 700.00	 650.00	 57.00	 20	 0.26	 
p_124	 2	 11	 4640.jpg	 2.008767e+03	 12	 999000	 120	 999000	 999	 2.009809e+03	 700.00	 650.00	 2.00	 29	 0.89	 
p_124	 2	 11	 5829.jpg	 2.012759e+03	 24	 999000	 240	 999000	 999	 2.013801e+03	 700.00	 650.00	 50.00	 35	 0.36	 
p_124	 2	 11	 4626.jpg	 2.015764e+03	 11	 5.384768e+02	 11	 7.005516e+02	 98	 2.016819e+03	 716.67	 650.00	 19.00	 28	 0.57	 
p_124	 2	 11	 5480.jpg	 2.017767e+03	 24	 999000	 240	 999000	 999	 2.018809e+03	 716.67	 650.00	 47.00	 33	 0.38	 
p_124	 2	 11	 2347.jpg	 2.020758e+03	 24	 999000	 240	 999000	 999	 2.021800e+03	 716.67	 650.00	 56.00	 17	 0.27	 
p_124	 2	 11	 4610.jpg	 2.024764e+03	 11	 5.300942e+02	 11	 7.172226e+02	 98	 2.025820e+03	 733.33	 650.00	 23.00	 26	 0.52	 
p_124	 2	 11	 2155.jpg	 2.027769e+03	 12	 -2.154569e+03	 12	 999000	 98	 2.028811e+03	 733.33	 650.00	 3.00	 10	 0.76	 
p_124	 2	 11	 2346.jpg	 2.029758e+03	 24	 999000	 240	 999000	 999	 2.030801e+03	 733.33	 650.00	 44.00	 16	 0.39	 
p_124	 2	 11	 1721.jpg	 2.031762e+03	 22	 5.087659e+02	 22	 6.505564e+02	 98	 2.032817e+03	 733.33	 666.67	 43.00	 5	 0.40	 
p_124	 2	 11	 8371.jpg	 2.036756e+03	 12	 999000	 120	 999000	 999	 2.037798e+03	 733.33	 666.67	 24.00	 54	 0.52	 
p_124	 2	 11	 2352.1.jpg	 2.040762e+03	 11	 5.323716e+02	 11	 7.338806e+02	 98	 2.041817e+03	 750.00	 666.67	 14.00	 18	 0.61	 
p_124	 2	 11	 5260.jpg	 2.044768e+03	 12	 999000	 120	 999000	 999	 2.045810e+03	 750.00	 666.67	 30.00	 32	 0.50	 
p_124	 2	 11	 2058.jpg	 2.050764e+03	 24	 999000	 240	 999000	 999	 2.051806e+03	 750.00	 666.67	 32.00	 8	 0.50	 
p_124	 2	 11	 2550.jpg	 2.052767e+03	 12	 999000	 120	 999000	 999	 2.053809e+03	 750.00	 666.67	 13.00	 21	 0.62	 
p_124	 2	 11	 7430.jpg	 2.054756e+03	 12	 999000	 120	 999000	 999	 2.055798e+03	 750.00	 666.67	 4.00	 40	 0.73	 
p_124	 2	 11	 8001.jpg	 2.056759e+03	 12	 999000	 120	 999000	 999	 2.057801e+03	 750.00	 666.67	 7.00	 45	 0.69	 
p_124	 2	 11	 8380.jpg	 2.058762e+03	 24	 999000	 240	 999000	 999	 2.059805e+03	 750.00	 666.67	 45.00	 55	 0.39	 
p_124	 2	 11	 8502.jpg	 2.062769e+03	 24	 8.454837e+02	 24	 999000	 98	 2.063811e+03	 750.00	 666.67	 36.00	 59	 0.47	 
p_124	 2	 11	 8350.jpg	 2.064758e+03	 24	 -1.064184e+03	 240	 999000	 115	 2.065800e+03	 750.00	 666.67	 37.00	 53	 0.47	 
p_124	 2	 11	 7282.jpg	 2.068764e+03	 22	 5.616969e+02	 22	 6.672715e+02	 98	 2.069820e+03	 750.00	 683.33	 48.00	 38	 0.38	 
p_124	 2	 11	 7660.jpg	 2.070767e+03	 12	 5.746473e+02	 12	 999000	 98	 2.071809e+03	 750.00	 683.33	 29.00	 44	 0.50	 
p_124	 2	 11	 4641.jpg	 2.072757e+03	 12	 999000	 120	 999000	 999	 2.073799e+03	 750.00	 683.33	 1.00	 30	 0.92	 
p_124	 2	 11	 2091.jpg	 2.074760e+03	 12	 999000	 120	 999000	 999	 2.075802e+03	 750.00	 683.33	 28.00	 9	 0.50	 
p_124	 2	 11	 4603.jpg	 2.079768e+03	 11	 6.142264e+02	 11	 7.505711e+02	 98	 2.080823e+03	 766.67	 683.33	 17.00	 24	 0.61	 
