subjectID	order	stimName	itemIndABC	bidInd	runtrial	isOld?	subjectAnswerIsOld	isBeep?	subjectAnswerIsBeep	onsettime	resp_choice	RT
BMI_bfr_109	1	240.jpg	88	0	1	0	1	0	0	1.335434e-02	i	1.642834e+00
BMI_bfr_109	1	229.jpg	77	0	2	0	1	0	0	2.716192e+00	i	1.088828e+00
BMI_bfr_109	1	104.jpg	2	8	3	1	1	0	1	4.851900e+00	u	7.981791e-01
BMI_bfr_109	1	118.jpg	14	41	4	1	1	0	0	6.703982e+00	i	1.094946e+00
BMI_bfr_109	1	144.jpg	35	53	5	1	1	1	1	8.856388e+00	u	1.091443e+00
BMI_bfr_109	1	133.jpg	27	10	6	1	1	1	1	1.099220e+01	u	6.994060e-01
BMI_bfr_109	1	129.jpg	23	12	7	1	1	1	0	1.274416e+01	i	8.150461e-01
BMI_bfr_109	1	130.jpg	24	48	8	1	1	0	1	1.461295e+01	u	1.140114e+00
BMI_bfr_109	1	125.jpg	20	40	9	1	1	0	1	1.679864e+01	u	7.657420e-01
BMI_bfr_109	1	108.jpg	5	50	10	1	1	1	0	1.861743e+01	i	1.152083e+00
BMI_bfr_109	1	124.jpg	19	18	11	1	1	1	1	2.081990e+01	u	6.709574e-01
BMI_bfr_109	1	140.jpg	32	39	12	1	1	1	0	2.253843e+01	i	8.199984e-01
BMI_bfr_109	1	116.jpg	12	19	13	1	1	0	0	2.440719e+01	i	6.950629e-01
BMI_bfr_109	1	114.jpg	10	52	14	1	1	1	1	2.615914e+01	u	5.182142e-01
BMI_bfr_109	1	146.jpg	37	45	15	1	1	1	0	2.772752e+01	i	7.836682e-01
BMI_bfr_109	1	214.jpg	62	0	16	0	1	0	0	2.956302e+01	i	7.707210e-01
BMI_bfr_109	1	117.jpg	13	17	17	1	1	0	1	3.138169e+01	u	7.071039e-01
BMI_bfr_109	1	115.jpg	11	11	18	1	1	0	1	3.313369e+01	u	6.202055e-01
BMI_bfr_109	1	103.jpg	1	14	19	1	1	0	1	3.480221e+01	u	5.942667e-01
BMI_bfr_109	1	122.jpg	17	25	20	1	1	1	1	3.645410e+01	u	6.636972e-01
BMI_bfr_109	1	147.jpg	38	5	21	1	1	1	1	3.817260e+01	u	1.431547e+00
BMI_bfr_109	1	239.jpg	87	0	22	0	1	0	0	4.065870e+01	i	1.184329e+00
BMI_bfr_109	1	112.jpg	8	44	23	1	1	1	0	4.289458e+01	i	8.048097e-01
BMI_bfr_109	1	113.jpg	9	21	24	1	1	1	1	4.474670e+01	u	1.405258e+00
BMI_bfr_109	1	211.jpg	59	0	25	0	1	0	1	4.719945e+01	u	7.638623e-01
BMI_bfr_109	1	123.jpg	18	36	26	1	1	1	0	4.901816e+01	i	1.183986e+00
BMI_bfr_109	1	145.jpg	36	20	27	1	1	1	0	5.125405e+01	i	8.832014e-01
BMI_bfr_109	1	136.jpg	29	9	28	1	1	0	0	5.318942e+01	i	9.279356e-01
BMI_bfr_109	1	242.jpg	90	0	29	0	1	0	0	5.517502e+01	i	8.099100e-01
BMI_bfr_109	1	109.jpg	6	42	30	1	1	1	1	5.704380e+01	u	5.949736e-01
BMI_bfr_109	1	156.jpg	46	15	31	1	1	1	1	5.869565e+01	u	1.148223e+00
BMI_bfr_109	1	135.jpg	28	7	32	1	1	1	1	6.089807e+01	u	6.558576e-01
BMI_bfr_109	1	160.jpg	48	51	33	1	1	0	1	6.260009e+01	u	7.089693e-01
BMI_bfr_109	1	234.jpg	82	0	34	0	1	0	0	6.435201e+01	i	6.108284e-01
BMI_bfr_109	1	152.jpg	42	38	35	1	1	0	0	6.602051e+01	i	5.624198e-01
BMI_bfr_109	1	110.jpg	7	26	36	1	1	0	1	6.763898e+01	u	7.327547e-01
BMI_bfr_109	1	120.jpg	15	57	37	1	1	1	0	6.942428e+01	i	6.350387e-01
BMI_bfr_109	1	154.jpg	44	16	38	1	1	0	0	7.110951e+01	i	6.599048e-01
BMI_bfr_109	1	141.jpg	33	3	39	1	1	0	1	7.282825e+01	u	5.050027e-01
BMI_bfr_109	1	235.jpg	83	0	40	0	1	0	0	7.437988e+01	i	1.090954e+00
BMI_bfr_109	1	107.jpg	4	35	41	1	1	0	0	7.651563e+01	i	7.102687e-01
BMI_bfr_109	1	127.jpg	21	22	42	1	1	0	1	7.828428e+01	u	7.417071e-01
BMI_bfr_109	1	207.jpg	55	0	43	0	1	0	1	8.006976e+01	u	7.113495e-01
BMI_bfr_109	1	106.jpg	3	24	44	1	1	1	1	8.183830e+01	u	6.303806e-01
BMI_bfr_109	1	121.jpg	16	46	45	1	1	0	1	8.352343e+01	u	7.115621e-01
