subjectID	order	stimName	itemIndABC	bidInd	runtrial	isOld?	subjectAnswerIsOld	isBeep?	subjectAnswerIsBeep	onsettime	resp_choice	RT
BMI_bfr_103	1	119.jpg	13	39	1	1	1	1	1	1.461442e-02	u	1.185795e+00
BMI_bfr_103	1	113.jpg	9	20	2	1	1	1	1	2.250274e+00	u	3.487854e+00
BMI_bfr_103	1	159.jpg	47	52	3	1	1	1	1	6.788725e+00	u	1.712016e+00
BMI_bfr_103	1	125.jpg	17	51	4	1	1	0	1	9.558543e+00	u	6.047759e-01
BMI_bfr_103	1	122.jpg	15	26	5	1	1	0	1	1.121040e+01	u	3.654750e-01
BMI_bfr_103	1	148.jpg	36	49	6	1	1	0	1	1.262863e+01	u	2.222971e-01
BMI_bfr_103	1	146.jpg	34	22	7	1	1	0	1	1.389672e+01	u	2.667703e-01
BMI_bfr_103	1	153.jpg	41	35	8	1	1	0	1	1.521489e+01	u	2.236606e-01
BMI_bfr_103	1	108.jpg	4	42	9	1	1	1	1	1.648289e+01	u	1.807385e-01
BMI_bfr_103	1	107.jpg	3	19	10	1	1	0	1	1.771769e+01	u	1.584841e-01
BMI_bfr_103	1	128.jpg	20	15	11	1	1	1	1	1.891911e+01	u	1.959979e-02
BMI_bfr_103	1	132.jpg	23	46	12	1	1	0	1	1.998684e+01	u	1.394355e-01
BMI_bfr_103	1	124.jpg	16	43	13	1	1	0	1	2.117153e+01	u	1.423334e-01
BMI_bfr_103	1	138.jpg	29	53	14	1	1	1	1	2.235614e+01	u	1.702459e-01
BMI_bfr_103	1	112.jpg	8	3	15	1	1	0	1	2.357417e+01	u	1.897586e-01
BMI_bfr_103	1	158.jpg	46	58	16	1	1	0	1	2.480891e+01	u	1.175793e-01
BMI_bfr_103	1	160.jpg	48	13	17	1	1	1	1	2.597687e+01	u	1.997228e-01
BMI_bfr_103	1	127.jpg	19	21	18	1	1	1	1	2.722840e+01	u	1.732042e-01
BMI_bfr_103	1	150.jpg	38	11	19	1	1	0	1	2.844637e+01	u	2.177854e-01
BMI_bfr_103	1	116.jpg	11	45	20	1	1	1	1	2.971445e+01	u	1.225568e-02
BMI_bfr_103	1	156.jpg	44	47	21	1	1	1	1	3.078223e+01	u	8.195612e-01
BMI_bfr_103	1	130.jpg	22	6	22	1	1	0	1	3.265119e+01	u	4.007036e-01
BMI_bfr_103	1	136.jpg	27	44	23	1	1	1	1	3.410261e+01	u	1.743281e-01
BMI_bfr_103	1	157.jpg	45	16	24	1	1	0	1	3.532086e+01	u	5.610593e-02
BMI_bfr_103	1	152.jpg	40	5	25	1	1	1	1	3.642192e+01	u	1.801308e-01
BMI_bfr_103	1	147.jpg	35	38	26	1	1	0	1	3.765667e+01	u	3.291492e-02
BMI_bfr_103	1	154.jpg	42	7	27	1	1	1	1	3.874124e+01	u	7.353225e-02
BMI_bfr_103	1	104.jpg	1	37	28	1	1	1	1	3.985918e+01	u	1.555256e-01
BMI_bfr_103	1	109.jpg	5	41	29	1	1	0	1	4.106052e+01	u	1.167298e-01
BMI_bfr_103	1	151.jpg	39	40	30	1	1	0	1	4.222843e+01	u	3.637846e-02
BMI_bfr_103	1	145.jpg	33	55	31	1	1	0	1	4.331292e+01	u	6.444077e-02
BMI_bfr_103	1	117.jpg	12	4	32	1	1	1	1	4.443085e+01	u	7.156544e-02
BMI_bfr_103	1	135.jpg	26	54	33	1	1	0	1	4.554890e+01	u	1.160479e-01
BMI_bfr_103	1	140.jpg	31	10	34	1	1	1	1	4.671679e+01	u	1.857262e-01
BMI_bfr_103	1	139.jpg	30	56	35	1	1	1	1	4.795147e+01	u	6.358795e-02
BMI_bfr_103	1	110.jpg	6	36	36	1	1	1	1	4.906937e+01	u	8.244483e-03
BMI_bfr_103	1	129.jpg	21	57	37	1	1	1	1	5.012060e+01	u	1.321083e-01
BMI_bfr_103	1	149.jpg	37	48	38	1	1	0	1	5.130530e+01	u	1.974060e-01
BMI_bfr_103	1	105.jpg	2	24	39	1	1	1	1	5.255676e+01	u	2.835229e-01
BMI_bfr_103	1	155.jpg	43	17	40	1	1	0	1	5.389149e+01	u	3.613395e-01
BMI_bfr_103	1	133.jpg	24	50	41	1	1	1	1	5.530982e+01	u	3.430732e-01
BMI_bfr_103	1	111.jpg	7	25	42	1	1	1	1	5.671133e+01	u	1.166491e-01
BMI_bfr_103	1	114.jpg	10	14	43	1	1	0	1	5.787946e+01	u	1.610589e-01
BMI_bfr_103	1	137.jpg	28	9	44	1	1	0	1	5.909732e+01	u	1.807391e-01
BMI_bfr_103	1	134.jpg	25	12	45	1	1	1	1	6.033223e+01	u	1.709525e-01
BMI_bfr_103	1	121.jpg	14	8	46	1	1	0	1	6.155003e+01	u	1.656779e-01
